Hours since 00:00 Jan 1,Total Electricity Consumption (10^7)
3201.5,49331644
3202.5,27908697
3203.5,22910186
3204.5,21747836
3205.5,20902882
3206.5,21491840
3207.5,24609648
3208.5,30091813
3209.5,33292885
3210.5,35084631
3211.5,38241217
3212.5,39594451
3213.5,32205904
3214.5,24157659
3215.5,16545092
3216.5,18037839
3217.5,18515789
3218.5,21657597
3219.5,24516905
3220.5,27310538
3221.5,32617718
3222.5,34836901
3223.5,32801312
3224.5,30396482
3225.5,33355523
3226.5,22794628
3227.5,21300427
3228.5,20309388
3229.5,19604003
3230.5,20230410
3231.5,23259302
3232.5,28619633
3233.5,31615316
3234.5,33292518
3235.5,36491853
3236.5,38000509
3237.5,30948376
3238.5,23413619
3239.5,15563177
3240.5,18534473
3241.5,31920965
3242.5,35705697
3243.5,43643749
3244.5,52748498
3245.5,59833667
3246.5,64669883
3247.5,57704362
3248.5,47248676
3249.5,49170815
3250.5,29746406
3251.5,21272462
3252.5,20283801
3253.5,19580344
3254.5,20204578
3255.5,23228851
3256.5,28571797
3257.5,31554835
3258.5,33230663
3259.5,36434061
3260.5,37946381
3261.5,30903174
3262.5,23375408
3263.5,15541861
3264.5,12373062
3265.5,11103070
3266.5,13196975
3267.5,17069139
3268.5,22302675
3269.5,31918576
3270.5,30783691
3271.5,26947695
3272.5,24568564
3273.5,23387026
3274.5,22466021
3275.5,21208275
3276.5,20219456
3277.5,19520243
3278.5,21752588
3279.5,28868136
3280.5,40225648
3281.5,43936463
3282.5,44698038
3283.5,46786436
3284.5,46644502
3285.5,37111810
3286.5,26455688
3287.5,15495039
3288.5,12327212
3289.5,11052963
3290.5,10877665
3291.5,11466527
3292.5,15351921
3293.5,23395721
3294.5,28444448
3295.5,26851108
3296.5,24479349
3297.5,23311015
3298.5,22401720
3299.5,21155792
3300.5,20175168
3301.5,19817942
3302.5,24462850
3303.5,27422131
3304.5,29783311
3305.5,32256560
3306.5,33112113
3307.5,36325695
3308.5,37853093
3309.5,30830610
3310.5,23329338
3311.5,15513149
3312.5,12366215
3313.5,11097487
3314.5,14732482
3315.5,20484842
3316.5,30492189
3317.5,46125304
3318.5,47241379
3319.5,48514745
3320.5,44016061
3321.5,52269176
3322.5,37775258
3323.5,31712594
3324.5,28277952
3325.5,25918872
3326.5,25446800
3327.5,25635503
3328.5,38412918
3329.5,31456715
3330.5,33126807
3331.5,36341061
3332.5,37869456
3333.5,33973425
3334.5,32304624
3335.5,32270038
3336.5,34348446
3337.5,36575156
3338.5,38566422
3339.5,42299768
3340.5,47095788
3341.5,54132626
3342.5,55480805
3343.5,55307739
3344.5,55492202
3345.5,66143954
3346.5,53051188
3347.5,49708415
3348.5,46695912
3349.5,44612361
3350.5,46412647
3351.5,47275356
3352.5,49880333
3353.5,61028045
3354.5,54386101
3355.5,56771195
3356.5,57574685
3357.5,53599512
3358.5,51146581
3359.5,49984622
3360.5,50278178
3361.5,52918156
3362.5,52977192
3363.5,55521784
3364.5,58634623
3365.5,66568564
3366.5,63192222
3367.5,57598316
3368.5,49615568
3369.5,52654272
3370.5,36579131
3371.5,30010230
3372.5,21998590
3373.5,20704290
3374.5,21283962
3375.5,24373793
3376.5,29790851
3377.5,32931235
3378.5,34709085
3379.5,37893553
3380.5,39287316
3381.5,31968471
3382.5,24000052
3383.5,15779295
3384.5,12357309
3385.5,13578869
3386.5,19072643
3387.5,24879340
3388.5,31002163
3389.5,39726710
3390.5,38308478
3391.5,30171436
3392.5,26173743
3393.5,23166616
3394.5,22284676
3395.5,21055142
3396.5,20086780
3397.5,19405513
3398.5,20035738
3399.5,23027121
3400.5,28325716
3401.5,31264878
3402.5,32929950
3403.5,36155689
3404.5,37698453
3405.5,30704324
3406.5,23235000
3407.5,15457631
3408.5,12315746
3409.5,11054627
3410.5,10874487
3411.5,11438501
3412.5,15242863
3413.5,23141516
3414.5,28144281
3415.5,26559488
3416.5,24222291
3417.5,23090686
3418.5,22216719
3419.5,20997859
3420.5,20036540
3421.5,19359086
3422.5,19986710
3423.5,23572921
3424.5,30580100
3425.5,35447561
3426.5,34811235
3427.5,36114633
3428.5,37667142
3429.5,30686778
3430.5,23230402
3431.5,15464475
3432.5,12333993
3433.5,11072486
3434.5,10900343
3435.5,16998240
3436.5,23211729
3437.5,37228072
3438.5,36327057
3439.5,34140137
3440.5,31560965
3441.5,28373832
3442.5,22211300
3443.5,20991763
3444.5,20031915
3445.5,19353655
3446.5,19986530
3447.5,22982168
3448.5,28262515
3449.5,31186009
3450.5,32852597
3451.5,36089014
3452.5,37645979
3453.5,30673852
3454.5,23225773
3455.5,15473193
3456.5,12342415
3457.5,13120540
3458.5,18284540
3459.5,23810072
3460.5,30488699
3461.5,36930146
3462.5,40849487
3463.5,39667698
3464.5,34839905
3465.5,32063625
3466.5,22180492
3467.5,20969970
3468.5,20017173
3469.5,19350623
3470.5,19981237
3471.5,22972408
3472.5,28256042
3473.5,31178071
3474.5,32839991
3475.5,36080422
3476.5,37640264
3477.5,30672492
3478.5,24333286
3479.5,23560343
3480.5,30361710
3481.5,34529140
3482.5,38231426
3483.5,40992975
3484.5,42655746
3485.5,46840240
3486.5,42006660
3487.5,35084684
3488.5,28374148
3489.5,29175254
3490.5,17963735
3491.5,12356250
3492.5,11135276
3493.5,11428229
3494.5,12171179
3495.5,14607227
3496.5,18483133
3497.5,20046026
3498.5,21403676
3499.5,25444064
3500.5,27966168
3501.5,23196673
3502.5,22904720
3503.5,24661349
3504.5,28866700
3505.5,32249274
3506.5,35349177
3507.5,38561573
3508.5,40451569
3509.5,40393400
3510.5,40305529
3511.5,39482484
3512.5,37091998
3513.5,37155554
3514.5,36383530
3515.5,30566890
3516.5,24333040
3517.5,21943686
3518.5,18119453
3519.5,16760845
3520.5,18489007
3521.5,20051849
3522.5,21411373
3523.5,25450107
3524.5,28746259
3525.5,28898020
3526.5,30344283
3527.5,31486474
3528.5,34020831
3529.5,35904682
3530.5,37776437
3531.5,38047334
3532.5,38374890
3533.5,38578247
3534.5,31956124
3535.5,23350623
3536.5,13253263
3537.5,10865134
3538.5,11048830
3539.5,11180970
3540.5,11098555
3541.5,11382596
3542.5,12119940
3543.5,16820611
3544.5,27438570
3545.5,29226769
3546.5,30311425
3547.5,33140584
3548.5,34603583
3549.5,27804857
3550.5,20144586
3551.5,13259352
3552.5,12283921
3553.5,11021028
3554.5,10837157
3555.5,11382974
3556.5,15095555
3557.5,22822956
3558.5,27775195
3559.5,26195226
3560.5,23885849
3561.5,31629471
3562.5,33651432
3563.5,37585077
3564.5,42925342
3565.5,49753557
3566.5,56194807
3567.5,61233034
3568.5,72759606
3569.5,68128331
3570.5,61998543
3571.5,60590026
3572.5,56002149
3573.5,45540863
3574.5,34177580
3575.5,19885589
3576.5,14059594
3577.5,11006868
3578.5,10822423
3579.5,11366241
3580.5,15064373
3581.5,22764548
3582.5,27707820
3583.5,27257547
3584.5,30043814
3585.5,41009405
3586.5,42810343
3587.5,48208493
3588.5,55961042
3589.5,60166090
3590.5,66859531
3591.5,76514853
3592.5,89650784
3593.5,86920173
3594.5,75964594
3595.5,74636331
3596.5,68112791
3597.5,59109399
3598.5,47028416
3599.5,33290147
3600.5,24994806
3601.5,21287207
3602.5,18959697
3603.5,17334820
3604.5,20853511
3605.5,30663829
3606.5,35543440
3607.5,36261867
3608.5,37587396
3609.5,48366034
3610.5,49887215
3611.5,56791689
3612.5,62914137
3613.5,63991708
3614.5,62166365
3615.5,64853566
3616.5,75468308
3617.5,71935249
3618.5,68328120
3619.5,67742557
3620.5,64859943
3621.5,51217284
3622.5,37331376
3623.5,23670372
3624.5,15216114
3625.5,10750743
3626.5,9985870
3627.5,10545507
3628.5,14111952
3629.5,21465523
3630.5,26030980
3631.5,24675820
3632.5,22756801
3633.5,21775690
3634.5,22758291
3635.5,24945628
3636.5,27871934
3637.5,31507188
3638.5,38149095
3639.5,41155203
3640.5,45730799
3641.5,47711386
3642.5,45641921
3643.5,46058829
3644.5,46635175
3645.5,37636180
3646.5,26216079
3647.5,15710003
3648.5,11432281
3649.5,10188001
3650.5,10007782
3651.5,10559755
3652.5,14108872
3653.5,21434913
3654.5,25988733
3655.5,24635025
3656.5,22714546
3657.5,21732597
3658.5,23200600
3659.5,27185474
3660.5,30737099
3661.5,35376812
3662.5,42041894
3663.5,47505880
3664.5,54961414
3665.5,56143474
3666.5,53746007
3667.5,51195705
3668.5,50861864
3669.5,41658595
3670.5,29713208
3671.5,19082092
3672.5,14170896
3673.5,11169171
3674.5,10060338
3675.5,10693300
3676.5,14485104
3677.5,22360223
3678.5,27275970
3679.5,26181889
3680.5,24440642
3681.5,23466908
3682.5,23308209
3683.5,22915742
3684.5,22661658
3685.5,24222646
3686.5,28037512
3687.5,35649642
3688.5,40693310
3689.5,44692527
3690.5,45484960
3691.5,45567661
3692.5,45411402
3693.5,37983012
3694.5,27441706
3695.5,17126772
3696.5,12054209
3697.5,10253803
3698.5,10057285
3699.5,10688186
3700.5,14465818
3701.5,22308820
3702.5,27215532
3703.5,26121320
3704.5,24579749
3705.5,26113903
3706.5,26798253
3707.5,24289344
3708.5,23727982
3709.5,21571770
3710.5,24119166
3711.5,29012919
3712.5,32017762
3713.5,34942033
3714.5,35337631
3715.5,36444976
3716.5,38192231
3717.5,30208701
3718.5,22548872
3719.5,14691182
3720.5,11444026
3721.5,10193034
3722.5,10018665
3723.5,10564055
3724.5,14070534
3725.5,21320575
3726.5,25853491
3727.5,24502890
3728.5,22605453
3729.5,21656795
3730.5,20770177
3731.5,19606516
3732.5,18690004
3733.5,18019843
3734.5,18634970
3735.5,21242729
3736.5,26033876
3737.5,28553400
3738.5,29743568
3739.5,32440220
3740.5,34816799
3741.5,29044228
3742.5,21866962
3743.5,14422015
3744.5,11432913
3745.5,10173048
3746.5,9996998
3747.5,10537952
3748.5,14033619
3749.5,21256766
3750.5,25780606
3751.5,24431428
3752.5,22537527
3753.5,21591877
3754.5,20707905
3755.5,19553911
3756.5,18637941
3757.5,18662631
3758.5,22051919
3759.5,25278949
3760.5,31066242
3761.5,34730811
3762.5,35636769
3763.5,37145963
3764.5,38808433
3765.5,31635348
3766.5,22225108
3767.5,14389351
3768.5,11405647
3769.5,10151543
3770.5,9977730
3771.5,10513626
3772.5,13995552
3773.5,21192548
3774.5,25708215
3775.5,24363262
3776.5,22474149
3777.5,21535111
3778.5,21075539
3779.5,21904281
3780.5,23585886
3781.5,27139406
3782.5,31703572
3783.5,37202327
3784.5,45121957
3785.5,45820099
3786.5,45486101
3787.5,46199542
3788.5,44928845
3789.5,31585207
3790.5,21815174
3791.5,14395158
3792.5,11406671
3793.5,10145221
3794.5,9970193
3795.5,10501932
3796.5,13970585
3797.5,21143024
3798.5,25652167
3799.5,24304949
3800.5,22422625
3801.5,21746823
3802.5,24886201
3803.5,25188852
3804.5,25788886
3805.5,25799385
3806.5,26165863
3807.5,29243388
3808.5,31557457
3809.5,35853246
3810.5,34986540
3811.5,36384823
3812.5,38125446
3813.5,30894125
3814.5,21791793
3815.5,14374531
3816.5,11400112
3817.5,10153449
3818.5,9976199
3819.5,10505122
3820.5,13959671
3821.5,21105875
3822.5,25607057
3823.5,24263115
3824.5,22387215
3825.5,21463855
3826.5,20924599
3827.5,22475057
3828.5,24234359
3829.5,25796078
3830.5,28719115
3831.5,34473003
3832.5,43378044
3833.5,46514816
3834.5,46660585
3835.5,48720508
3836.5,50171594
3837.5,42418470
3838.5,32749392
3839.5,22447840
3840.5,17519215
3841.5,14689734
3842.5,13347292
3843.5,13129623
3844.5,16174162
3845.5,25150439
3846.5,30566549
3847.5,29786992
3848.5,29715350
3849.5,31358626
3850.5,32157874
3851.5,33924861
3852.5,34437199
3853.5,37129011
3854.5,40300876
3855.5,43725925
3856.5,50952686
3857.5,49849815
3858.5,48049877
3859.5,48280332
3860.5,48187486
3861.5,38559235
3862.5,26868198
3863.5,16016162
3864.5,11529894
3865.5,10234650
3866.5,10040938
3867.5,10645522
3868.5,14321255
3869.5,21976407
3870.5,26823106
3871.5,25736495
3872.5,24041949
3873.5,23126054
3874.5,22186560
3875.5,20880807
3876.5,19828584
3877.5,19045566
3878.5,19626895
3879.5,22293822
3880.5,27151258
3881.5,29808219
3882.5,31086891
3883.5,33773169
3884.5,36050601
3885.5,30022902
3886.5,22426147
3887.5,14634088
3888.5,11416202
3889.5,10171564
3890.5,9990950
3891.5,10511093
3892.5,13930707
3893.5,21003386
3894.5,25481669
3895.5,24139710
3896.5,22279194
3897.5,21371904
3898.5,20530809
3899.5,19404802
3900.5,18497939
3901.5,18567184
3902.5,22448606
3903.5,28212344
3904.5,36301473
3905.5,41033144
3906.5,29458905
3907.5,32188453
3908.5,34595670
3909.5,28875222
3910.5,21749271
3911.5,14369656
3912.5,11402645
3913.5,10152291
3914.5,9978825
3915.5,10494264
3916.5,13899997
3917.5,20952113
3918.5,25424455
3919.5,24083101
3920.5,22224176
3921.5,21319225
3922.5,20476679
3923.5,19491618
3924.5,22489562
3925.5,24890616
3926.5,29006073
3927.5,31864214
3928.5,36143970
3929.5,38552353
3930.5,37929184
3931.5,40016783
3932.5,41882414
3933.5,34222813
3934.5,25433145
3935.5,15822904
3936.5,11384297
3937.5,10152065
3938.5,9973198
3939.5,10480844
3940.5,13864874
3941.5,20890281
3942.5,25360207
3943.5,24030778
3944.5,22184475
3945.5,21296804
3946.5,20464226
3947.5,19342515
3948.5,18448335
3949.5,17798795
3950.5,18415675
3951.5,20997316
3952.5,25735123
3953.5,28401441
3954.5,29381929
3955.5,32109684
3956.5,34526176
3957.5,28816426
3958.5,21704501
3959.5,14339920
3960.5,11388942
3961.5,10141496
3962.5,9964566
3963.5,10477664
3964.5,13859812
3965.5,20863251
3966.5,25322439
3967.5,23985736
3968.5,22136907
3969.5,21246619
3970.5,20416763
3971.5,19297321
3972.5,20193669
3973.5,23382445
3974.5,27680529
3975.5,32790961
3976.5,38686967
3977.5,41379065
3978.5,41425435
3979.5,42306258
3980.5,42402059
3981.5,33471621
3982.5,23484269
3983.5,14321027
3984.5,11375149
3985.5,10129985
3986.5,9955021
3987.5,10464265
3988.5,13835629
3989.5,20821213
3990.5,25276546
3991.5,23944252
3992.5,22105343
3993.5,21224921
3994.5,20402528
3995.5,19282266
3996.5,18391818
3997.5,20369622
3998.5,24855282
3999.5,31537595
4000.5,40463217
4001.5,43534185
4002.5,43730509
4003.5,44429212
4004.5,44948197
4005.5,36198826
4006.5,26092918
4007.5,15670275
4008.5,11508284
4009.5,10219972
4010.5,10022574
4011.5,10613160
4012.5,14206984
4013.5,21713464
4014.5,26513330
4015.5,25428590
4016.5,23758146
4017.5,24269661
4018.5,27744451
4019.5,30274009
4020.5,33273601
4021.5,36239482
4022.5,41211458
4023.5,46539108
4024.5,53354838
4025.5,52860183
4026.5,50741299
4027.5,48785037
4028.5,47760717
4029.5,37851151
4030.5,26288333
4031.5,15620558
4032.5,11503101
4033.5,10219470
4034.5,10021489
4035.5,10606430
4036.5,14187624
4037.5,21668733
4038.5,26460211
4039.5,25374910
4040.5,25127469
4041.5,28416382
4042.5,30376705
4043.5,31320132
4044.5,33716462
4045.5,37760508
4046.5,39981570
4047.5,43073951
4048.5,44818210
4049.5,45343946
4050.5,44853439
4051.5,45283162
4052.5,46204817
4053.5,38080080
4054.5,28055089
4055.5,17624827
4056.5,12811503
4057.5,10179929
4058.5,9928529
4059.5,10427703
4060.5,13760478
4061.5,20678521
4062.5,26123732
4063.5,25117387
4064.5,23434471
4065.5,23968833
4066.5,26356260
4067.5,28601111
4068.5,32715294
4069.5,35678193
4070.5,40733395
4071.5,43448585
4072.5,40933024
4073.5,44506222
4074.5,43424309
4075.5,44308984
4076.5,45130094
4077.5,36736253
4078.5,26010329
4079.5,15872585
4080.5,11352455
4081.5,10109183
4082.5,9931053
4083.5,10431913
4084.5,13753922
4085.5,20649942
4086.5,25077554
4087.5,23745240
4088.5,22509456
4089.5,24040074
4090.5,26394981
4091.5,28780042
4092.5,30526273
4093.5,32741920
4094.5,34902442
4095.5,39426960
4096.5,46879232
4097.5,48489254
4098.5,48269591
4099.5,49188444
4100.5,50540962
4101.5,41864905
4102.5,32134350
4103.5,21574856
4104.5,13934467
4105.5,11130368
4106.5,9923537
4107.5,12181268
4108.5,13730738
4109.5,20621833
4110.5,25043141
4111.5,24452937
4112.5,22885088
4113.5,22032617
4114.5,23660989
4115.5,19149241
4116.5,18281539
4117.5,26033994
4118.5,30134823
4119.5,35838981
4120.5,44388062
4121.5,47092593
4122.5,47215197
4123.5,48268260
4124.5,48414024
4125.5,40718445
4126.5,30216364
4127.5,19630399
4128.5,14753848
4129.5,11777946
4130.5,9996537
4131.5,10413548
4132.5,13712744
4133.5,20569411
4134.5,27188234
4135.5,28390178
4136.5,31589068
4137.5,38905424
4138.5,41328096
4139.5,46156588
4140.5,51383560
4141.5,54623392
4142.5,60761876
4143.5,62292550
4144.5,67702666
4145.5,64253314
4146.5,62057784
4147.5,57379426
4148.5,56709346
4149.5,46943175
4150.5,35524969
4151.5,24045656
4152.5,18266421
4153.5,14906584
4154.5,13383285
4155.5,13403867
4156.5,16515853
4157.5,24693391
4158.5,30335363
4159.5,28952173
4160.5,27946917
4161.5,28685615
4162.5,29615953
4163.5,31422162
4164.5,33742114
4165.5,39682824
4166.5,46142633
4167.5,51455837
4168.5,59887201
4169.5,63037467
4170.5,61429859
4171.5,60847971
4172.5,60320718
4173.5,48921467
4174.5,37358801
4175.5,25246537
4176.5,19403934
4177.5,15878859
4178.5,14136150
4179.5,13894073
4180.5,17336796
4181.5,25632498
4182.5,31544593
4183.5,31137358
4184.5,31451409
4185.5,33386510
4186.5,35387318
4187.5,36614535
4188.5,37265132
4189.5,39308123
4190.5,43699816
4191.5,47624332
4192.5,53333957
4193.5,55171568
4194.5,54082047
4195.5,53817755
4196.5,53656226
4197.5,43940312
4198.5,32460321
4199.5,20891672
4200.5,15106775
4201.5,12192516
4202.5,10504146
4203.5,10555192
4204.5,14054656
4205.5,21381524
4206.5,26525825
4207.5,26757418
4208.5,26556893
4209.5,26767630
4210.5,28710834
4211.5,30588807
4212.5,32795774
4213.5,35155832
4214.5,40353461
4215.5,44577127
4216.5,50617631
4217.5,51890221
4218.5,50743448
4219.5,50157862
4220.5,50543647
4221.5,41270720
4222.5,30132435
4223.5,19432336
4224.5,11342128
4225.5,10108016
4226.5,9930181
4227.5,10414888
4228.5,13672117
4229.5,20448322
4230.5,24841546
4231.5,23515978
4232.5,21771735
4233.5,25797885
4234.5,28996450
4235.5,31499130
4236.5,35755557
4237.5,40205900
4238.5,45324920
4239.5,49983979
4240.5,55967042
4241.5,55777323
4242.5,55324095
4243.5,55277688
4244.5,54998646
4245.5,45065408
4246.5,31412400
4247.5,15018807
4248.5,16530946
4249.5,14399742
4250.5,13404097
4251.5,13359181
4252.5,16788089
4253.5,24921180
4254.5,30207244
4255.5,30075771
4256.5,30335329
4257.5,33124420
4258.5,36050746
4259.5,40547811
4260.5,44873577
4261.5,46777049
4262.5,50177731
4263.5,52754482
4264.5,57265273
4265.5,57908098
4266.5,55270496
4267.5,56405434
4268.5,57165076
4269.5,47183382
4270.5,36349052
4271.5,25445535
4272.5,19684013
4273.5,17148752
4274.5,14897744
4275.5,13852296
4276.5,17046145
4277.5,24844288
4278.5,31017295
4279.5,31637151
4280.5,32940837
4281.5,37694515
4282.5,40953160
4283.5,44398392
4284.5,47938407
4285.5,50368330
4286.5,55564107
4287.5,61276003
4288.5,68282083
4289.5,70557091
4290.5,66754795
4291.5,64812936
4292.5,63374378
4293.5,52207372
4294.5,40947976
4295.5,27650032
4296.5,20693719
4297.5,17200734
4298.5,14923165
4299.5,14112917
4300.5,16926572
4301.5,24678677
4302.5,29512586
4303.5,27465676
4304.5,24993624
4305.5,24768199
4306.5,26615072
4307.5,27409020
4308.5,28624084
4309.5,34245574
4310.5,43297542
4311.5,51307343
4312.5,58409847
4313.5,59584509
4314.5,60136673
4315.5,61580820
4316.5,62105585
4317.5,47170998
4318.5,36278024
4319.5,23933051
4320.5,18811075
4321.5,15494799
4322.5,14491176
4323.5,14566483
4324.5,17948583
4325.5,26307010
4326.5,31918609
4327.5,31195390
4328.5,30460516
4329.5,33455842
4330.5,35893885
4331.5,37833520
4332.5,40617525
4333.5,46176559
4334.5,49845102
4335.5,57095508
4336.5,67770950
4337.5,69391672
4338.5,65028324
4339.5,62909737
4340.5,58842588
4341.5,48257340
4342.5,36663454
4343.5,25156595
4344.5,19621347
4345.5,16536840
4346.5,15177639
4347.5,15009561
4348.5,18372303
4349.5,27048423
4350.5,32916201
4351.5,32639839
4352.5,32901840
4353.5,36631256
4354.5,36865515
4355.5,39670193
4356.5,41319693
4357.5,44252150
4358.5,47602625
4359.5,52377858
4360.5,59290832
4361.5,57513761
4362.5,50849995
4363.5,51021598
4364.5,51230381
4365.5,41858931
4366.5,30977495
4367.5,20021787
4368.5,14998924
4369.5,12141976
4370.5,11014523
4371.5,10526687
4372.5,14035098
4373.5,22396354
4374.5,26126501
4375.5,25100813
4376.5,23271029
4377.5,22392303
4378.5,21646541
4379.5,20426937
4380.5,20609730
4381.5,20709225
4382.5,22929498
4383.5,26443643
4384.5,30793440
4385.5,36369442
4386.5,36978966
4387.5,38589716
4388.5,40746022
4389.5,33801549
4390.5,24253311
4391.5,14517252
4392.5,11336576
4393.5,10091268
4394.5,9910065
4395.5,10378829
4396.5,13575463
4397.5,20326443
4398.5,24865151
4399.5,23538554
4400.5,21591697
4401.5,20707473
4402.5,22263799
4403.5,25735075
4404.5,29592003
4405.5,34404001
4406.5,45068890
4407.5,52467809
4408.5,64275349
4409.5,65216669
4410.5,63774652
4411.5,61748878
4412.5,61447887
4413.5,51506360
4414.5,40287922
4415.5,27440534
4416.5,21983810
4417.5,18091566
4418.5,16828348
4419.5,16177898
4420.5,19458341
4421.5,27503985
4422.5,33305757
4423.5,32565910
4424.5,33271885
4425.5,39656385
4426.5,42155432
4427.5,45686509
4428.5,49709162
4429.5,53108663
4430.5,55594172
4431.5,59997717
4432.5,69240745
4433.5,67274392
4434.5,65849381
4435.5,64598892
4436.5,65549272
4437.5,52421818
4438.5,41353076
4439.5,28343782
4440.5,16390858
4441.5,10087204
4442.5,9903996
4443.5,12047969
4444.5,13546771
4445.5,20275348
4446.5,24804985
4447.5,24539256
4448.5,24756029
4449.5,30495994
4450.5,34740240
4451.5,38594852
4452.5,42626145
4453.5,46946957
4454.5,52781524
4455.5,58461949
4456.5,64031240
4457.5,62990441
4458.5,59205159
4459.5,50510480
4460.5,47134153
4461.5,34881058
4462.5,24387236
4463.5,14257489
4464.5,15243231
4465.5,12856070
4466.5,11336781
4467.5,10785344
4468.5,13531102
4469.5,20238243
4470.5,26673420
4471.5,26308411
4472.5,25694945
4473.5,26670781
4474.5,29270117
4475.5,33346049
4476.5,34550784
4477.5,36887936
4478.5,41088126
4479.5,46315407
4480.5,50067436
4481.5,51625212
4482.5,49309238
4483.5,47944472
4484.5,47347036
4485.5,38308504
4486.5,27245174
4487.5,17067175
4488.5,12543986
4489.5,10080497
4490.5,9895199
4491.5,10357091
4492.5,13524679
4493.5,20218930
4494.5,25546771
4495.5,23824468
4496.5,21496032
4497.5,20633792
4498.5,19981775
4499.5,19844075
4500.5,18098485
4501.5,17498219
4502.5,18039201
4503.5,20649306
4504.5,25196915
4505.5,27576686
4506.5,28705491
4507.5,39676543
4508.5,43824320
4509.5,36975876
4510.5,27852293
4511.5,18791019
4512.5,14472769
4513.5,12628485
4514.5,12006087
4515.5,11808314
4516.5,15695104
4517.5,24302419
4518.5,30014456
4519.5,28651672
4520.5,27031318
4521.5,26462641
4522.5,29309937
4523.5,31207390
4524.5,34304506
4525.5,38237177
4526.5,44551959
4527.5,50968451
4528.5,60683974
4529.5,61423892
4530.5,61335301
4531.5,59905565
4532.5,58714817
4533.5,49102333
4534.5,37664438
4535.5,25563549
4536.5,20056905
4537.5,17114742
4538.5,16138616
4539.5,15698455
4540.5,19213311
4541.5,28305671
4542.5,35704452
4543.5,37388152
4544.5,40320268
4545.5,50116300
4546.5,54573590
4547.5,60054137
4548.5,67406286
4549.5,67468628
4550.5,55555293
4551.5,58788816
4552.5,65214678
4553.5,68363487
4554.5,68880003
4555.5,68384592
4556.5,67115292
4557.5,57399174
4558.5,45032427
4559.5,31272465
4560.5,24804715
4561.5,20418135
4562.5,18524662
4563.5,17392294
4564.5,19954589
4565.5,28304616
4566.5,35379403
4567.5,36599948
4568.5,38241342
4569.5,43586818
4570.5,47234012
4571.5,52985069
4572.5,59315621
4573.5,65515636
4574.5,75308336
4575.5,82899808
4576.5,96089328
4577.5,87615240
4578.5,79761817
4579.5,73889134
4580.5,71379735
4581.5,60848449
4582.5,46384064
4583.5,34472757
4584.5,28004848
4585.5,22717289
4586.5,20573744
4587.5,19295528
4588.5,22034759
4589.5,30746289
4590.5,36541599
4591.5,37427334
4592.5,39327696
4593.5,47693099
4594.5,50491671
4595.5,55770029
4596.5,62924397
4597.5,65960904
4598.5,71800020
4599.5,78575433
4600.5,88931277
4601.5,84350547
4602.5,74135494
4603.5,69905245
4604.5,68492264
4605.5,57533728
4606.5,44766928
4607.5,33019686
4608.5,26918624
4609.5,24003512
4610.5,22044849
4611.5,21617550
4612.5,24371491
4613.5,32454674
4614.5,38325580
4615.5,38686110
4616.5,40153575
4617.5,46804319
4618.5,50137714
4619.5,53345675
4620.5,58014066
4621.5,60680882
4622.5,65625889
4623.5,69381103
4624.5,72946032
4625.5,70290036
4626.5,65155225
4627.5,63012444
4628.5,61545536
4629.5,52232654
4630.5,40200935
4631.5,28332895
4632.5,22484918
4633.5,19221075
4634.5,16851997
4635.5,16234253
4636.5,18900976
4637.5,28099379
4638.5,34520149
4639.5,36014967
4640.5,38114678
4641.5,45323723
4642.5,50069457
4643.5,54417659
4644.5,60579143
4645.5,64056416
4646.5,69402513
4647.5,71555286
4648.5,77898293
4649.5,74433357
4650.5,69113490
4651.5,66291553
4652.5,64732939
4653.5,53745868
4654.5,42586725
4655.5,30627175
4656.5,24771851
4657.5,21591555
4658.5,19671405
4659.5,19208961
4660.5,22433374
4661.5,31311307
4662.5,37320720
4663.5,36235075
4664.5,35107884
4665.5,37882354
4666.5,40065089
4667.5,44520883
4668.5,47850057
4669.5,51243026
4670.5,50977731
4671.5,47868674
4672.5,48608213
4673.5,50591149
4674.5,50102670
4675.5,51203928
4676.5,48132430
4677.5,39323788
4678.5,28535980
4679.5,18525815
4680.5,14085680
4681.5,11502611
4682.5,10197400
4683.5,10483757
4684.5,13820472
4685.5,20925103
4686.5,26431827
4687.5,26109010
4688.5,26358789
4689.5,27051815
4690.5,30304010
4691.5,31761622
4692.5,34112882
4693.5,37436169
4694.5,42028841
4695.5,47320689
4696.5,52961721
4697.5,55882101
4698.5,54667942
4699.5,53951336
4700.5,53482346
4701.5,43765210
4702.5,31557099
4703.5,19839957
4704.5,14479217
4705.5,11415624
4706.5,9957714
4707.5,10482780
4708.5,13813538
4709.5,20909020
4710.5,25737440
4711.5,24790597
4712.5,24921211
4713.5,25098319
4714.5,27724494
4715.5,29453362
4716.5,30823594
4717.5,31909961
4718.5,34497984
4719.5,38751271
4720.5,45036729
4721.5,48320013
4722.5,49126473
4723.5,49490974
4724.5,49951820
4725.5,40796634
4726.5,29530406
4727.5,18759872
4728.5,11320322
4729.5,10081511
4730.5,9890346
4731.5,10337632
4732.5,13447423
4733.5,20040593
4734.5,24531253
4735.5,23207616
4736.5,21969789
4737.5,25741000
4738.5,29278412
4739.5,31747392
4740.5,34889718
4741.5,38769363
4742.5,44478153
4743.5,50627644
4744.5,58694977
4745.5,58626696
4746.5,57281556
4747.5,53932384
4748.5,51683526
4749.5,42040328
4750.5,29946711
4751.5,14213420
4752.5,16142983
