Hours since 00:00 Jan 1,Total Electricity Consumption (10^7)
1649.5,108616533
1650.5,100422838
1651.5,101871979
1652.5,103314591
1653.5,101798460
1654.5,98689058
1655.5,95247161
1656.5,94788437
1657.5,95323038
1658.5,95836692
1659.5,97502103
1660.5,98737245
1661.5,101965009
1662.5,108389990
1663.5,120245631
1664.5,109901148
1665.5,102258985
1666.5,108136489
1667.5,77487162
1668.5,55865815
1669.5,40081697
1670.5,30629934
1671.5,27561820
1672.5,28040596
1673.5,44694759
1674.5,47131733
1675.5,48367864
1676.5,52446074
1677.5,54128429
1678.5,55432579
1679.5,64178987
1680.5,66831620
1681.5,69656893
1682.5,74249884
1683.5,77956440
1684.5,82704616
1685.5,92052144
1686.5,112340468
1687.5,108102814
1688.5,106506000
1689.5,110822988
1690.5,112689227
1691.5,88020482
1692.5,84484907
1693.5,75141587
1694.5,78603726
1695.5,72889378
1696.5,78200221
1697.5,107237087
1698.5,101961698
1699.5,106420080
1700.5,108557012
1701.5,109889820
1702.5,108843549
1703.5,106256781
1704.5,107043939
1705.5,110898313
1706.5,114887425
1707.5,117331892
1708.5,119942626
1709.5,123054046
1710.5,138192279
1711.5,117459958
1712.5,95389008
1713.5,66893342
1714.5,36752735
1715.5,25140017
1716.5,23547495
1717.5,22350829
1718.5,21457260
1719.5,22331997
1720.5,26427437
1721.5,34578708
1722.5,41724128
1723.5,45671227
1724.5,45434420
1725.5,40862654
1726.5,32692788
1727.5,24593505
1728.5,17728769
1729.5,24207550
1730.5,36140327
1731.5,51150536
1732.5,69183335
1733.5,79891413
1734.5,104410716
1735.5,100477439
1736.5,91407376
1737.5,77588437
1738.5,81462518
1739.5,64006573
1740.5,61369286
1741.5,48821206
1742.5,51806239
1743.5,51716849
1744.5,62905334
1745.5,92655606
1746.5,87734898
1747.5,94126321
1748.5,99447564
1749.5,100685812
1750.5,104973958
1751.5,107197282
1752.5,106495034
1753.5,107307187
1754.5,111103359
1755.5,112283738
1756.5,112816214
1757.5,116305755
1758.5,129645493
1759.5,119885101
1760.5,101652775
1761.5,80277931
1762.5,66732605
1763.5,36376535
1764.5,23509040
1765.5,22316344
1766.5,21429468
1767.5,22310705
1768.5,26404906
1769.5,34550830
1770.5,41687932
1771.5,45632385
1772.5,45400365
1773.5,40834278
1774.5,32673486
1775.5,29537030
1776.5,33304941
1777.5,39807813
1778.5,45834804
1779.5,53462831
1780.5,57856862
1781.5,63184790
1782.5,70132865
1783.5,69926645
1784.5,54800897
1785.5,37651167
1786.5,26381562
1787.5,25048716
1788.5,23467977
1789.5,22281535
1790.5,21395000
1791.5,22274104
1792.5,26364197
1793.5,34503693
1794.5,41636998
1795.5,45581587
1796.5,45355441
1797.5,40796261
1798.5,32640545
1799.5,24554999
1800.5,20281162
1801.5,26147944
1802.5,33856573
1803.5,40083809
1804.5,45749207
1805.5,52476297
1806.5,59872966
1807.5,70110191
1808.5,60224153
1809.5,54845810
1810.5,50190114
1811.5,38639008
1812.5,30294368
1813.5,23271777
1814.5,24164851
1815.5,28336612
1816.5,33776448
1817.5,50517146
1818.5,49531580
1819.5,48071166
1820.5,47411615
1821.5,51763820
1822.5,50574985
1823.5,51543529
1824.5,52390272
1825.5,55122900
1826.5,59674420
1827.5,62873689
1828.5,70478155
1829.5,76733034
1830.5,84143541
1831.5,87981253
1832.5,88808652
1833.5,82502683
1834.5,85215930
1835.5,65605462
1836.5,51654580
1837.5,41187218
1838.5,35339333
1839.5,38545013
1840.5,45359323
1841.5,61988873
1842.5,62814218
1843.5,73759067
1844.5,77058560
1845.5,76564225
1846.5,75489779
1847.5,78601096
1848.5,79307862
1849.5,82250126
1850.5,87657735
1851.5,92277843
1852.5,97121757
1853.5,101934418
1854.5,119943270
1855.5,113631599
1856.5,95083625
1857.5,76202445
1858.5,78806998
1859.5,57922359
1860.5,47811753
1861.5,39358989
1862.5,42174682
1863.5,45972827
1864.5,53407893
1865.5,77980961
1866.5,73411759
1867.5,74512504
1868.5,85819761
1869.5,91879297
1870.5,93753718
1871.5,92846070
1872.5,92243577
1873.5,92379077
1874.5,89254750
1875.5,92760672
1876.5,98538645
1877.5,97234673
1878.5,108747398
1879.5,104035385
1880.5,96689654
1881.5,93613510
1882.5,106920857
1883.5,108428185
1884.5,87872234
1885.5,92018639
1886.5,91265551
1887.5,93176883
1888.5,100053461
1889.5,127051843
1890.5,116589109
1891.5,124501289
1892.5,121863694
1893.5,123315120
1894.5,121588364
1895.5,119270707
1896.5,114113172
1897.5,122345735
1898.5,123498606
1899.5,125324789
1900.5,130860100
1901.5,136849518
1902.5,145301336
1903.5,143453690
1904.5,127541444
1905.5,114939999
1906.5,116096179
1907.5,82363460
1908.5,76984652
1909.5,63085875
1910.5,57065137
1911.5,60708875
1912.5,62669855
1913.5,83000362
1914.5,78869546
1915.5,83946242
1916.5,90358471
1917.5,89079345
1918.5,88983489
1919.5,90949247
1920.5,92568014
1921.5,93616637
1922.5,100786607
1923.5,108853282
1924.5,114468768
1925.5,116086518
1926.5,127626028
1927.5,117191425
1928.5,99448913
1929.5,88236096
1930.5,84719795
1931.5,66588229
1932.5,57538134
1933.5,51217874
1934.5,48538671
1935.5,52748837
1936.5,60895516
1937.5,80961102
1938.5,79981817
1939.5,81886440
1940.5,85168039
1941.5,87340433
1942.5,87286236
1943.5,86810103
1944.5,84413081
1945.5,84808575
1946.5,87377160
1947.5,89080921
1948.5,91374647
1949.5,92077361
1950.5,98765728
1951.5,89468211
1952.5,75604812
1953.5,59088770
1954.5,49084371
1955.5,35235734
1956.5,26100296
1957.5,23960034
1958.5,27424174
1959.5,43158975
1960.5,54207590
1961.5,86076142
1962.5,92140388
1963.5,94249322
1964.5,108109433
1965.5,111785137
1966.5,120620671
1967.5,121627534
1968.5,125663637
1969.5,125368445
1970.5,131513525
1971.5,135396535
1972.5,140741552
1973.5,146376646
1974.5,152080949
1975.5,152666318
1976.5,148155374
1977.5,137886925
1978.5,157027385
1979.5,129415847
1980.5,119613816
1981.5,112424327
1982.5,108197509
1983.5,107922257
1984.5,112685103
1985.5,144197768
1986.5,128476559
1987.5,129581792
1988.5,130285710
1989.5,129388844
1990.5,127325821
1991.5,126110828
1992.5,125244730
1993.5,126868935
1994.5,130894630
1995.5,131703311
1996.5,133815545
1997.5,137070190
1998.5,142718437
1999.5,141637030
2000.5,131818278
2001.5,114292000
2002.5,122134999
2003.5,92226477
2004.5,81936542
2005.5,76280236
2006.5,75576049
2007.5,72981972
2008.5,78358158
2009.5,105578444
2010.5,100265479
2011.5,102066194
2012.5,104213544
2013.5,106970999
2014.5,106352398
2015.5,105688529
2016.5,107501060
2017.5,108314155
2018.5,113671154
2019.5,116805591
2020.5,121998255
2021.5,125604761
2022.5,140842025
2023.5,132641768
2024.5,120014801
2025.5,103806202
2026.5,106503994
2027.5,78096748
2028.5,69315008
2029.5,57310701
2030.5,57260494
2031.5,56168768
2032.5,69880224
2033.5,101435161
2034.5,99028740
2035.5,111107243
2036.5,121339938
2037.5,124408212
2038.5,131857200
2039.5,135461217
2040.5,147232085
2041.5,148928982
2042.5,163748031
2043.5,163387089
2044.5,167250680
2045.5,172811861
2046.5,194209350
2047.5,183261969
2048.5,165275273
2049.5,146021934
2050.5,156470041
2051.5,115626932
2052.5,101609796
2053.5,90312392
2054.5,84436898
2055.5,85822591
2056.5,92298302
2057.5,125323729
2058.5,117657694
2059.5,122562581
2060.5,128293991
2061.5,131254173
2062.5,132311252
2063.5,136201163
2064.5,137271657
2065.5,142539783
2066.5,146155350
2067.5,149595865
2068.5,152682371
2069.5,157564158
2070.5,172457109
2071.5,157896138
2072.5,141411279
2073.5,123155853
2074.5,124538310
2075.5,91480220
2076.5,74441945
2077.5,63518243
2078.5,57186979
2079.5,56742982
2080.5,58765061
2081.5,80488719
2082.5,75474403
2083.5,78625870
2084.5,82785514
2085.5,82856451
2086.5,86623994
2087.5,90369280
2088.5,91802937
2089.5,101755137
2090.5,108436270
2091.5,115552954
2092.5,123423404
2093.5,131314110
2094.5,149623990
2095.5,140190479
2096.5,124247760
2097.5,110833963
2098.5,122022432
2099.5,92512252
2100.5,78236559
2101.5,66645199
2102.5,65405856
2103.5,66467900
2104.5,72088030
2105.5,100994190
2106.5,94578702
2107.5,99994186
2108.5,103087923
2109.5,105752690
2110.5,107351923
2111.5,111368626
2112.5,112132929
2113.5,115800817
2114.5,118786102
2115.5,125155987
2116.5,129722200
2117.5,138686896
2118.5,145182714
2119.5,146213163
2120.5,145687475
2121.5,142712662
2122.5,162263974
2123.5,140955604
2124.5,132540932
2125.5,128374656
2126.5,125854282
2127.5,125341353
2128.5,132162918
2129.5,159072427
2130.5,152478237
2131.5,144511714
2132.5,138724065
2133.5,134178124
2134.5,130129911
2135.5,126773056
2136.5,123297572
2137.5,123268023
2138.5,124925451
2139.5,125539285
2140.5,126282689
2141.5,129409106
2142.5,144495196
2143.5,134811790
2144.5,127508882
2145.5,117256106
2146.5,130689508
2147.5,103531417
2148.5,92757720
2149.5,83906288
2150.5,78384212
2151.5,75187615
2152.5,78377079
2153.5,102633478
2154.5,95005035
2155.5,97606852
2156.5,98364013
2157.5,98713008
2158.5,98277320
2159.5,98493894
2160.5,96090003
2161.5,98906739
2162.5,102135643
2163.5,105376892
2164.5,108474988
2165.5,113499424
2166.5,119602410
2167.5,121770408
2168.5,117525494
2169.5,110798977
2170.5,123895679
2171.5,99368194
2172.5,88881754
2173.5,82278109
2174.5,77705232
2175.5,77294284
2176.5,80489653
2177.5,106731249
2178.5,95545227
2179.5,98163471
2180.5,102227046
2181.5,103121935
2182.5,102067806
2183.5,100386349
2184.5,95808728
2185.5,99020780
2186.5,100547122
2187.5,102483671
2188.5,107199909
2189.5,113274117
2190.5,115926815
2191.5,114569706
2192.5,107366590
2193.5,118096655
2194.5,95165391
2195.5,85510529
2196.5,80124279
2197.5,74026950
2198.5,71698018
2199.5,71667967
2200.5,90705613
2201.5,80748913
2202.5,82200460
2203.5,86583600
2204.5,92087517
2205.5,88797042
2206.5,87020643
2207.5,85896755
2208.5,87054112
2209.5,97281012
2210.5,107959985
2211.5,112667541
2212.5,111740087
2213.5,124702581
2214.5,143202439
2215.5,141374484
2216.5,125986388
2217.5,121229637
2218.5,118899282
2219.5,116791521
2220.5,112949999
2221.5,109001105
2222.5,103431189
2223.5,103795198
2224.5,121979575
2225.5,107178550
2226.5,112387618
2227.5,111977426
2228.5,109897448
2229.5,105918316
2230.5,102700219
2231.5,101226593
2232.5,101934453
2233.5,103749850
2234.5,106075549
2235.5,107088846
2236.5,111797424
2237.5,115988305
2238.5,129973718
2239.5,121247037
2240.5,116957080
2241.5,127128547
2242.5,106141784
2243.5,96633321
2244.5,88338254
2245.5,84292263
2246.5,82681221
2247.5,91014207
2248.5,110917074
2249.5,101880449
2250.5,106881787
2251.5,109360901
2252.5,111690753
2253.5,107776817
2254.5,105591585
2255.5,108411490
2256.5,109703590
2257.5,105057025
2258.5,110842424
2259.5,111806391
2260.5,112446446
2261.5,116837890
2262.5,116414893
2263.5,113519861
2264.5,107157403
2265.5,109785154
2266.5,93196790
2267.5,86348712
2268.5,70361522
2269.5,57488708
2270.5,53284225
2271.5,52476437
2272.5,62284058
2273.5,55308727
2274.5,57437907
2275.5,63108682
2276.5,66267750
2277.5,70199706
2278.5,71845919
2279.5,70477383
2280.5,69782948
2281.5,76131455
2282.5,78308687
2283.5,80861450
2284.5,86153555
2285.5,93206828
2286.5,99811492
2287.5,99594980
2288.5,95378266
2289.5,106857924
2290.5,89483824
2291.5,78376758
2292.5,71951592
2293.5,65763187
2294.5,63338186
2295.5,64925426
2296.5,83845068
2297.5,72880460
2298.5,75449850
2299.5,82520205
2300.5,87500168
2301.5,88444766
2302.5,90909430
2303.5,92297337
2304.5,99696903
2305.5,108773476
2306.5,118902435
2307.5,127693127
2308.5,134808919
2309.5,156448236
2310.5,162589620
2311.5,153366603
2312.5,144869894
2313.5,160245888
2314.5,124810596
2315.5,104825035
2316.5,89023629
2317.5,72602666
2318.5,68197364
2319.5,64243669
2320.5,86882956
2321.5,74831945
2322.5,79566123
2323.5,84184685
2324.5,89827032
2325.5,92045141
2326.5,98961448
2327.5,102198240
2328.5,112672185
2329.5,116304940
2330.5,120635534
2331.5,126478541
2332.5,131711946
2333.5,139261211
2334.5,142936108
2335.5,140766335
2336.5,131375025
2337.5,141431162
2338.5,111575891
2339.5,102744755
2340.5,95072031
2341.5,86076638
2342.5,82007867
2343.5,82507554
2344.5,100138164
2345.5,92631574
2346.5,91965478
2347.5,93566512
2348.5,95598323
2349.5,92999133
2350.5,93664719
2351.5,93999177
2352.5,98697213
2353.5,104811440
2354.5,108186932
2355.5,113065925
2356.5,119104557
2357.5,126110796
2358.5,123964285
2359.5,116169626
2360.5,100328782
2361.5,94214987
2362.5,70108676
2363.5,54070808
2364.5,43663749
2365.5,39336920
2366.5,37790310
2367.5,40155749
2368.5,54979526
2369.5,48525878
2370.5,52901231
2371.5,62543662
2372.5,68122932
2373.5,68086731
2374.5,68671786
2375.5,71023494
2376.5,74017261
2377.5,78467460
2378.5,79190786
2379.5,82014949
2380.5,85553269
2381.5,89895758
2382.5,92540730
2383.5,89270055
2384.5,79299236
2385.5,77658705
2386.5,56599952
2387.5,45423767
2388.5,34527335
2389.5,26324261
2390.5,26558131
2391.5,27233606
2392.5,37690762
2393.5,39668386
2394.5,44894808
2395.5,48347197
2396.5,54467585
2397.5,50652555
2398.5,49324584
2399.5,48620465
2400.5,47534506
2401.5,48479858
2402.5,49004305
2403.5,50134083
2404.5,56267168
2405.5,62340843
2406.5,65500963
2407.5,66260602
2408.5,62682389
2409.5,68228389
2410.5,58528987
2411.5,49678461
2412.5,44999106
2413.5,38843206
2414.5,43046825
2415.5,45883236
2416.5,68876382
2417.5,65200062
2418.5,85177493
2419.5,87273922
2420.5,95889169
2421.5,100824647
2422.5,95383927
2423.5,93889656
2424.5,97681912
2425.5,100734485
2426.5,104058784
2427.5,111081171
2428.5,114113241
2429.5,133470049
2430.5,130912492
2431.5,129033837
2432.5,122051570
2433.5,140157426
2434.5,109410394
2435.5,93211385
2436.5,84089183
2437.5,69377796
2438.5,64117461
2439.5,65448812
2440.5,87548345
2441.5,79259226
2442.5,83104319
2443.5,90630148
2444.5,93915665
2445.5,97860488
2446.5,102608095
2447.5,106684720
2448.5,112630801
2449.5,117367162
2450.5,123560418
2451.5,129583328
2452.5,135530340
2453.5,141552097
2454.5,142317914
2455.5,135685905
2456.5,121509570
2457.5,129284008
2458.5,97098811
2459.5,80309877
2460.5,66957281
2461.5,53984751
2462.5,47122987
2463.5,48700391
2464.5,74449547
2465.5,71075482
2466.5,81762941
2467.5,88694486
2468.5,94420105
2469.5,92944125
2470.5,95728069
2471.5,97242348
2472.5,100542634
2473.5,104212829
2474.5,108198398
2475.5,111656004
2476.5,117427466
2477.5,122708313
2478.5,122969549
2479.5,113877531
2480.5,98300391
2481.5,101805503
2482.5,83561811
2483.5,68825495
2484.5,62974823
2485.5,56194590
2486.5,53976379
2487.5,57105227
2488.5,74831316
2489.5,69310151
2490.5,77455474
2491.5,77441394
2492.5,79081892
2493.5,77445288
2494.5,78932798
2495.5,78612361
2496.5,80260411
2497.5,80167864
2498.5,81693712
2499.5,82841601
2500.5,85479591
2501.5,96612323
2502.5,91474127
2503.5,88446754
2504.5,84501592
2505.5,86444223
2506.5,66305838
2507.5,55819868
2508.5,46471001
2509.5,38264813
2510.5,33975330
2511.5,32438703
2512.5,44111417
2513.5,41846985
2514.5,48758910
2515.5,54070272
2516.5,57428590
2517.5,56984054
2518.5,57268342
2519.5,55376084
2520.5,58959479
2521.5,60795319
2522.5,64292678
2523.5,70155026
2524.5,75033035
2525.5,88959646
2526.5,86337119
2527.5,83108803
2528.5,72724490
2529.5,73789021
2530.5,51379416
2531.5,39251487
2532.5,30178934
2533.5,22045005
2534.5,22638788
2535.5,25894801
2536.5,31848019
2537.5,35852243
2538.5,38697339
2539.5,42388681
2540.5,41493852
2541.5,41232986
2542.5,43933728
2543.5,47735568
2544.5,52940296
2545.5,59175926
2546.5,65233914
2547.5,71825968
2548.5,76976364
2549.5,89697411
2550.5,86380581
2551.5,81666253
2552.5,69626119
2553.5,66710921
2554.5,51277146
2555.5,42937218
2556.5,36184696
2557.5,38812872
2558.5,51951819
2559.5,56961478
2560.5,87546955
2561.5,79161521
2562.5,80831506
2563.5,90243263
2564.5,91659804
2565.5,94040120
2566.5,97815599
2567.5,100847580
2568.5,107715996
2569.5,113092562
2570.5,114225221
2571.5,122384083
2572.5,125660935
2573.5,131911204
2574.5,134149530
2575.5,130235371
2576.5,114512203
2577.5,119608956
2578.5,90506636
2579.5,82246649
2580.5,70377764
2581.5,61465087
2582.5,57551140
2583.5,57064673
2584.5,74525932
2585.5,67208008
2586.5,70638819
2587.5,77684319
2588.5,81116616
2589.5,80992377
2590.5,82962112
2591.5,84518970
2592.5,89426885
2593.5,94878690
2594.5,99822905
2595.5,103608507
2596.5,109706135
2597.5,124415628
2598.5,114663079
2599.5,104177158
2600.5,89893235
2601.5,89174227
2602.5,63593457
2603.5,49497517
2604.5,40739772
2605.5,37103481
2606.5,38007922
2607.5,41425401
2608.5,55141899
2609.5,50235966
2610.5,57691975
2611.5,67987433
2612.5,70166387
2613.5,70190554
2614.5,72167686
2615.5,72769571
2616.5,75870360
2617.5,82342861
2618.5,85930636
2619.5,88269681
2620.5,92063290
2621.5,99123962
2622.5,99285274
2623.5,95454641
2624.5,87157164
2625.5,89484683
2626.5,65262937
2627.5,49852963
2628.5,41478227
2629.5,35652021
2630.5,32506784
2631.5,30154245
2632.5,38165784
2633.5,35295337
2634.5,37195810
2635.5,42685934
2636.5,43512241
2637.5,39714914
2638.5,40733264
2639.5,42109156
2640.5,45091091
2641.5,48498307
2642.5,53553960
2643.5,57364299
2644.5,62468396
2645.5,68947523
2646.5,72355055
2647.5,72227168
2648.5,66192346
2649.5,75492361
2650.5,60312073
2651.5,52864892
2652.5,44038266
2653.5,36333950
2654.5,31821582
2655.5,33884408
2656.5,46168212
2657.5,41290873
2658.5,42614058
2659.5,47925052
2660.5,53153259
2661.5,53665219
2662.5,53655134
2663.5,55136015
2664.5,58870584
2665.5,64045563
2666.5,68122433
2667.5,71626134
2668.5,78005251
2669.5,83373962
2670.5,86069611
2671.5,79849740
2672.5,66706792
2673.5,62887125
2674.5,46681748
2675.5,34983097
2676.5,25357192
2677.5,21860404
2678.5,22452391
2679.5,25680287
2680.5,31579195
2681.5,35532289
2682.5,38369828
2683.5,42085205
2684.5,41225149
2685.5,32991163
2686.5,27285976
2687.5,29160555
2688.5,33167577
2689.5,36816019
2690.5,41058225
2691.5,44699276
2692.5,49442140
2693.5,56115064
2694.5,59446104
2695.5,53921853
2696.5,43934328
2697.5,35627934
2698.5,25582342
2699.5,23987063
2700.5,22738493
2701.5,21811056
2702.5,22401296
2703.5,25625444
2704.5,31511161
2705.5,35451846
2706.5,38281014
2707.5,41999173
2708.5,41144205
2709.5,32930554
2710.5,24552355
2711.5,16045050
2712.5,16885850
2713.5,28430258
2714.5,38766636
2715.5,49276597
2716.5,60053373
2717.5,70189267
2718.5,75730795
2719.5,72934453
2720.5,63485507
2721.5,65866105
2722.5,43658733
2723.5,31032925
2724.5,23321338
2725.5,20468384
2726.5,21105256
2727.5,24224033
2728.5,34228292
2729.5,33695533
2730.5,36849699
2731.5,41325236
2732.5,47601501
2733.5,47463420
2734.5,50520303
2735.5,52983790
2736.5,59092433
2737.5,63341379
2738.5,66205608
2739.5,69518144
2740.5,73811868
2741.5,87052296
2742.5,82149316
2743.5,78090912
2744.5,76431516
2745.5,74724325
2746.5,71888948
2747.5,66745404
2748.5,57425419
2749.5,46566257
2750.5,39630836
2751.5,35125800
2752.5,35113949
2753.5,35026650
2754.5,37839486
2755.5,45230607
2756.5,47495796
2757.5,47388019
2758.5,49697069
2759.5,52788396
2760.5,58279418
2761.5,64097956
2762.5,68984200
2763.5,71796415
2764.5,77055306
2765.5,83139628
2766.5,85851508
2767.5,77091648
2768.5,61341817
2769.5,49914786
2770.5,31420670
2771.5,22226261
2772.5,21166062
2773.5,20402393
2774.5,21035547
2775.5,24142260
2776.5,29886427
2777.5,33581299
2778.5,36281123
2779.5,40059630
2780.5,39393822
2781.5,31549108
2782.5,24005207
2783.5,26244989
2784.5,34741574
2785.5,43035677
2786.5,50585244
2787.5,56259979
2788.5,62687904
2789.5,79760738
2790.5,75551660
2791.5,65057031
2792.5,48671518
2793.5,27180213
2794.5,23549249
2795.5,22173219
2796.5,21110848
2797.5,20345028
2798.5,20976173
2799.5,24072304
2800.5,32893026
2801.5,37658515
2802.5,40901071
2803.5,45001127
2804.5,43467583
2805.5,33150191
2806.5,23656599
2807.5,15654931
2808.5,12465206
2809.5,11149098
2810.5,10984775
2811.5,11648113
2812.5,15866077
2813.5,24898848
2814.5,30918679
2815.5,29251794
2816.5,25989281
2817.5,24515668
2818.5,23461332
2819.5,22689865
2820.5,25469829
2821.5,29159021
2822.5,30947067
2823.5,35076753
2824.5,42247645
2825.5,42651086
2826.5,36146235
2827.5,39941425
2828.5,39283107
2829.5,31453128
2830.5,23653876
2831.5,15665409
2832.5,12647670
2833.5,11287444
2834.5,11108406
2835.5,15982179
2836.5,28227756
2837.5,45928534
2838.5,50994568
2839.5,54564627
2840.5,56266372
2841.5,68887883
2842.5,57889728
2843.5,52311794
2844.5,47444832
2845.5,45568396
2846.5,46307786
2847.5,46001681
2848.5,60148091
2849.5,55182527
2850.5,63444427
2851.5,64569966
2852.5,72179771
2853.5,69555805
2854.5,66857755
2855.5,63264858
2856.5,64388818
2857.5,62700449
2858.5,66185484
2859.5,68574005
2860.5,71684069
2861.5,85135221
2862.5,86668560
2863.5,77269806
2864.5,69917242
2865.5,77354200
2866.5,62047955
2867.5,53624894
2868.5,48772012
2869.5,45737910
2870.5,43828693
2871.5,45373789
2872.5,62767974
2873.5,52310028
2874.5,54090009
2875.5,56889268
2876.5,56859917
2877.5,54784576
2878.5,54215476
2879.5,54612733
2880.5,59007242
2881.5,64491162
2882.5,70462760
2883.5,76959509
2884.5,84082451
2885.5,97377760
2886.5,93094778
2887.5,84977278
2888.5,74602807
2889.5,74497682
2890.5,55490190
2891.5,42372943
2892.5,33099664
2893.5,24153232
2894.5,20652595
2895.5,23734354
2896.5,29202119
2897.5,32291701
2898.5,33979132
2899.5,37117713
2900.5,38551084
2901.5,31370215
2902.5,25664039
2903.5,26697857
2904.5,34304338
2905.5,39368919
2906.5,44461005
2907.5,48924197
2908.5,54354896
2909.5,60489816
2910.5,63423273
2911.5,61787644
2912.5,55286895
2913.5,56332815
2914.5,43089223
2915.5,37581829
2916.5,31652308
2917.5,28087205
2918.5,29398511
2919.5,27837121
2920.5,29168605
2921.5,32253687
2922.5,33941278
2923.5,38656813
2924.5,43196255
2925.5,43077943
2926.5,44559882
2927.5,48189050
2928.5,51647037
2929.5,56551810
2930.5,60360242
2931.5,63633570
2932.5,67973254
2933.5,80964920
2934.5,77089394
2935.5,77587523
2936.5,69992204
2937.5,82070910
2938.5,64170511
2939.5,55085574
2940.5,49226387
2941.5,44460361
2942.5,44155808
2943.5,44845488
2944.5,67383775
2945.5,59180180
2946.5,59958594
2947.5,64216802
2948.5,74092204
2949.5,73234901
2950.5,69821843
2951.5,68478377
2952.5,70103513
2953.5,77878529
2954.5,80973580
2955.5,87459286
2956.5,91962193
2957.5,98236640
2958.5,92058620
2959.5,89304104
2960.5,87513812
2961.5,86131296
2962.5,80662780
2963.5,78214108
2964.5,74306871
2965.5,71195950
2966.5,70513982
2967.5,71904737
2968.5,90301690
2969.5,85730023
2970.5,82656723
2971.5,86660921
2972.5,88271628
2973.5,87140478
2974.5,85876414
2975.5,85589623
2976.5,86291326
2977.5,87249453
2978.5,88843922
2979.5,91414797
2980.5,95994708
2981.5,98512712
2982.5,110236929
2983.5,100047606
2984.5,92278790
2985.5,102271784
2986.5,82009424
2987.5,73143497
2988.5,66180665
2989.5,60562012
2990.5,57944576
2991.5,58784761
2992.5,77797606
2993.5,64767702
2994.5,66665531
2995.5,71835972
2996.5,75024089
2997.5,74061080
2998.5,72415021
2999.5,70946027
3000.5,71673104
3001.5,73317272
3002.5,74688426
3003.5,75753520
3004.5,79560041
3005.5,84940462
3006.5,87891905
3007.5,81906326
3008.5,74516363
3009.5,76296676
3010.5,60579221
3011.5,50723870
3012.5,44011461
3013.5,38134866
3014.5,34397571
3015.5,31900595
3016.5,41081083
3017.5,40995391
3018.5,37910848
3019.5,40679724
3020.5,44462707
3021.5,44320670
3022.5,47721615
3023.5,50522087
3024.5,56573500
3025.5,62200270
3026.5,66867308
3027.5,71087914
3028.5,76589808
3029.5,85203666
3030.5,75312873
3031.5,60259973
3032.5,43792395
3033.5,29958788
3034.5,24681595
3035.5,23172630
3036.5,21982214
3037.5,21111758
3038.5,21695347
3039.5,24844861
3040.5,30383065
3041.5,33643405
3042.5,35445553
3043.5,38567402
3044.5,39876387
3045.5,32418610
3046.5,24295007
3047.5,15913470
3048.5,12414122
3049.5,11507947
3050.5,17523922
3051.5,24919167
3052.5,32969484
3053.5,42136979
3054.5,46733541
3055.5,49583592
3056.5,44945708
3057.5,47784305
3058.5,32261246
3059.5,21695858
3060.5,20533861
3061.5,19809826
3062.5,20442461
3063.5,23488103
3064.5,28912758
3065.5,31954899
3066.5,33634347
3067.5,36807113
3068.5,38282832
3069.5,31432643
3070.5,31009394
3071.5,35308057
3072.5,41750748
3073.5,48095407
3074.5,54649594
3075.5,59203110
3076.5,64564787
3077.5,76304178
3078.5,69270487
3079.5,56005216
3080.5,41131747
3081.5,31048785
3082.5,22806295
3083.5,21502959
3084.5,20487889
3085.5,19765978
3086.5,20397683
3087.5,23437146
3088.5,28838521
3089.5,31870133
3090.5,33549332
3091.5,36720733
3092.5,38196812
3093.5,31087686
3094.5,23495877
3095.5,15584086
3096.5,12398480
3097.5,11116173
3098.5,10940034
3099.5,11557810
3100.5,15567253
3101.5,23852394
3102.5,28970486
3103.5,27361398
3104.5,24939296
3105.5,23698682
3106.5,22729597
3107.5,21433081
3108.5,20418947
3109.5,22388540
3110.5,27435013
3111.5,33079658
3112.5,41405359
3113.5,44352811
3114.5,43999359
3115.5,43264552
3116.5,44100685
3117.5,31050418
3118.5,23472196
3119.5,15572321
3120.5,12375118
3121.5,11091941
3122.5,10918938
3123.5,11531629
3124.5,15529233
3125.5,23786910
3126.5,28896865
3127.5,27290129
3128.5,24875077
3129.5,23650518
3130.5,22691922
3131.5,21402658
3132.5,20396857
3133.5,19681163
3134.5,20579730
3135.5,24937191
3136.5,31131167
3137.5,35556664
3138.5,36254341
3139.5,37866807
3140.5,38111192
3141.5,31023309
3142.5,23450106
3143.5,15565865
3144.5,12383801
3145.5,11105688
3146.5,10929954
3147.5,11539484
3148.5,15518059
3149.5,23740223
3150.5,28838196
3151.5,27231326
3152.5,24817966
3153.5,23591623
3154.5,22638099
3155.5,21353196
3156.5,22107215
3157.5,24384723
3158.5,26671947
3159.5,23328441
3160.5,28726496
3161.5,31738737
3162.5,33413150
3163.5,36599923
3164.5,38096605
3165.5,31015207
3166.5,23459356
3167.5,15580219
3168.5,12548116
3169.5,11222470
3170.5,11082262
3171.5,16449778
3172.5,26571486
3173.5,39847741
3174.5,41038781
3175.5,39161787
3176.5,33139543
3177.5,37889187
3178.5,27367584
3179.5,22952358
3180.5,21788633
3181.5,20941053
3182.5,21527830
3183.5,24653785
3184.5,30144285
3185.5,33353471
3186.5,35144894
3187.5,38296513
3188.5,39646457
3189.5,32253067
3190.5,29757065
3191.5,31705729
3192.5,40602763
3193.5,47337081
3194.5,54833775
3195.5,62217268
3196.5,68889792
3197.5,82638947
3198.5,75363427
3199.5,65352946
3200.5,51144014
