Hours since 00:00 Jan 1,Lifetime Hourly Data: System power generated (kW)(10000000)
1881.5,8415740
1882.5,8545910
1883.5,32692100
1884.5,55206300
1885.5,52240600
1886.5,27687900
1887.5,13167900
1888.5,11682000
1889.5,5479760
1890.5,0
1891.5,0
1892.5,0
1893.5,0
1894.5,0
1895.5,0
1896.5,0
1897.5,0
1898.5,0
1899.5,0
1900.5,0
1901.5,0
1902.5,4046390
1903.5,27071700
1904.5,50805200
1905.5,67346200
1906.5,76359400
1907.5,71751300
1908.5,76359400
1909.5,76216800
1910.5,55733300
1911.5,44421000
1912.5,11950700
1913.5,4479320
1914.5,0
1915.5,0
1916.5,0
1917.5,0
1918.5,0
1919.5,0
1920.5,0
1921.5,0
1922.5,0
1923.5,0
1924.5,0
1925.5,0
1926.5,3807020
1927.5,7448110
1928.5,35247400
1929.5,54491600
1930.5,32469400
1931.5,61666000
1932.5,76359400
1933.5,16505000
1934.5,24724800
1935.5,11624300
1936.5,8067500
1937.5,5368300
1938.5,0
1939.5,0
1940.5,0
1941.5,0
1942.5,0
1943.5,0
1944.5,0
1945.5,0
1946.5,0
1947.5,0
1948.5,0
1949.5,0
1950.5,4868330
1951.5,28705100
1952.5,52915100
1953.5,70269400
1954.5,76359400
1955.5,76359400
1956.5,76359400
1957.5,76359400
1958.5,70109600
1959.5,53293400
1960.5,30148300
1961.5,6259050
1962.5,0
1963.5,0
1964.5,0
1965.5,0
1966.5,0
1967.5,0
1968.5,0
1969.5,0
1970.5,0
1971.5,0
1972.5,0
1973.5,0
1974.5,5059450
1975.5,28622300
1976.5,52420900
1977.5,69876100
1978.5,76359400
1979.5,76359400
1980.5,76359400
1981.5,76359400
1982.5,68517300
1983.5,51910800
1984.5,29450900
1985.5,6232250
1986.5,0
1987.5,0
1988.5,0
1989.5,0
1990.5,0
1991.5,0
1992.5,0
1993.5,0
1994.5,0
1995.5,0
1996.5,0
1997.5,0
1998.5,5129710
1999.5,17132800
2000.5,33913300
2001.5,55329100
2002.5,62336000
2003.5,67599500
2004.5,69236000
2005.5,66216900
2006.5,57238500
2007.5,37635400
2008.5,27724700
2009.5,5884400
2010.5,0
2011.5,0
2012.5,0
2013.5,0
2014.5,0
2015.5,0
2016.5,0
2017.5,0
2018.5,0
2019.5,0
2020.5,0
2021.5,0
2022.5,0
2023.5,884770
2024.5,5891530
2025.5,6657500
2026.5,12111300
2027.5,14327200
2028.5,5392480
2029.5,7195450
2030.5,4920410
2031.5,7101620
2032.5,8964760
2033.5,2035800
2034.5,0
2035.5,0
2036.5,0
2037.5,0
2038.5,0
2039.5,0
2040.5,0
2041.5,0
2042.5,0
2043.5,0
2044.5,0
2045.5,0
2046.5,3410390
2047.5,17625900
2048.5,42410500
2049.5,55802000
2050.5,60954300
2051.5,64397300
2052.5,63907400
2053.5,57016800
2054.5,21108300
2055.5,18303800
2056.5,6210960
2057.5,2858380
2058.5,0
2059.5,0
2060.5,0
2061.5,0
2062.5,0
2063.5,0
2064.5,0
2065.5,0
2066.5,0
2067.5,0
2068.5,0
2069.5,0
2070.5,3633880
2071.5,3055750
2072.5,8687290
2073.5,10552200
2074.5,31313200
2075.5,59949100
2076.5,68090500
2077.5,54403700
2078.5,38877600
2079.5,25022400
2080.5,11254600
2081.5,2813030
2082.5,0
2083.5,0
2084.5,0
2085.5,0
2086.5,0
2087.5,0
2088.5,0
2089.5,0
2090.5,0
2091.5,0
2092.5,0
2093.5,0
2094.5,2605340
2095.5,526068
2096.5,3231760
2097.5,11140700
2098.5,5012880
2099.5,6797200
2100.5,21520400
2101.5,36088600
2102.5,10390300
2103.5,12823100
2104.5,7098410
2105.5,5677910
2106.5,0
2107.5,0
2108.5,0
2109.5,0
2110.5,0
2111.5,0
2112.5,0
2113.5,0
2114.5,0
2115.5,0
2116.5,0
2117.5,0
2118.5,4007100
2119.5,26741400
2120.5,24982900
2121.5,9383500
2122.5,65543200
2123.5,72743200
2124.5,43580200
2125.5,45917000
2126.5,46068500
2127.5,34109300
2128.5,6228310
2129.5,6321110
2130.5,0
2131.5,0
2132.5,0
2133.5,0
2134.5,0
2135.5,0
2136.5,0
2137.5,0
2138.5,0
2139.5,0
2140.5,0
2141.5,0
2142.5,6544220
2143.5,28567800
2144.5,50056800
2145.5,65678800
2146.5,74951300
2147.5,76359400
2148.5,76359400
2149.5,72769800
2150.5,63703100
2151.5,48697200
2152.5,28247600
2153.5,6519540
2154.5,0
2155.5,0
2156.5,0
2157.5,0
2158.5,0
2159.5,0
2160.5,0
2161.5,0
2162.5,0
2163.5,0
2164.5,0
2165.5,0
2166.5,5810800
2167.5,16856000
2168.5,52608800
2169.5,68322700
2170.5,70445400
2171.5,61878800
2172.5,68166000
2173.5,76359400
2174.5,65976500
2175.5,49851700
2176.5,28633700
2177.5,6778910
2178.5,0
2179.5,0
2180.5,0
2181.5,0
2182.5,0
2183.5,0
2184.5,0
2185.5,0
2186.5,0
2187.5,0
2188.5,0
2189.5,0
2190.5,6486910
2191.5,26943800
2192.5,47480800
2193.5,63674600
2194.5,75852500
2195.5,76359400
2196.5,76359400
2197.5,75848100
2198.5,64161100
2199.5,41064700
2200.5,15959000
2201.5,3249620
2202.5,0
2203.5,0
2204.5,0
2205.5,0
2206.5,0
2207.5,0
2208.5,0
2209.5,0
2210.5,0
2211.5,0
2212.5,0
2213.5,0
2214.5,1185480
2215.5,9767040
2216.5,4356990
2217.5,8119650
2218.5,11801500
2219.5,13844400
2220.5,17926300
2221.5,14074900
2222.5,15893600
2223.5,5581310
2224.5,9856440
2225.5,3294910
2226.5,0
2227.5,0
2228.5,0
2229.5,0
2230.5,0
2231.5,0
2232.5,0
2233.5,0
2234.5,0
2235.5,0
2236.5,0
2237.5,0
2238.5,792841
2239.5,28920700
2240.5,38903600
2241.5,68368100
2242.5,46908500
2243.5,73169500
2244.5,73981100
2245.5,76359400
2246.5,68887700
2247.5,52206300
2248.5,29968600
2249.5,7113930
2250.5,0
2251.5,0
2252.5,0
2253.5,0
2254.5,0
2255.5,0
2256.5,0
2257.5,0
2258.5,0
2259.5,0
2260.5,0
2261.5,0
2262.5,5824860
2263.5,25013000
2264.5,46442600
2265.5,65677700
2266.5,75728800
2267.5,51282600
2268.5,12080900
2269.5,31848200
2270.5,12207100
2271.5,29454000
2272.5,5227930
2273.5,1263180
2274.5,0
2275.5,0
2276.5,0
2277.5,0
2278.5,0
2279.5,0
2280.5,0
2281.5,0
2282.5,0
2283.5,0
2284.5,0
2285.5,0
2286.5,5455180
2287.5,25085000
2288.5,39217200
2289.5,57942500
2290.5,64349300
2291.5,68857800
2292.5,76359400
2293.5,74099200
2294.5,62522300
2295.5,46850700
2296.5,26242100
2297.5,6540370
2298.5,0
2299.5,0
2300.5,0
2301.5,0
2302.5,0
2303.5,0
2304.5,0
2305.5,0
2306.5,0
2307.5,0
2308.5,0
2309.5,0
2310.5,1771530
2311.5,2214560
2312.5,10783000
2313.5,11359400
2314.5,17808100
2315.5,12085300
2316.5,33171800
2317.5,13526000
2318.5,23925800
2319.5,6062530
2320.5,15417100
2321.5,0
2322.5,0
2323.5,0
2324.5,0
2325.5,0
2326.5,0
2327.5,0
2328.5,0
2329.5,0
2330.5,0
2331.5,0
2332.5,0
2333.5,0
2334.5,1516820
2335.5,10413400
2336.5,4903310
2337.5,9490770
2338.5,6994170
2339.5,13280200
2340.5,17715200
2341.5,8410710
2342.5,13943300
2343.5,7491600
2344.5,533911
2345.5,1655030
2346.5,0
2347.5,0
2348.5,0
2349.5,0
2350.5,0
2351.5,0
2352.5,0
2353.5,0
2354.5,0
2355.5,0
2356.5,0
2357.5,0
2358.5,3450120
2359.5,1404620
2360.5,9092710
2361.5,28127700
2362.5,21945600
2363.5,5946860
2364.5,13775400
2365.5,22190300
2366.5,13361800
2367.5,6425020
2368.5,3164600
2369.5,6971930
2370.5,0
2371.5,0
2372.5,0
2373.5,0
2374.5,0
2375.5,0
2376.5,0
2377.5,0
2378.5,0
2379.5,0
2380.5,0
2381.5,0
2382.5,876023
2383.5,3295980
2384.5,10793000
2385.5,17750000
2386.5,13608400
2387.5,29155000
2388.5,8261180
2389.5,29104300
2390.5,20192000
2391.5,9493480
2392.5,12027100
2393.5,3440980
2394.5,0
2395.5,0
2396.5,0
2397.5,0
2398.5,0
2399.5,0
2400.5,0
2401.5,0
2402.5,0
2403.5,0
2404.5,0
2405.5,0
2406.5,8762390
2407.5,30105700
2408.5,51513200
2409.5,67675100
2410.5,76359400
2411.5,76359400
2412.5,76359400
2413.5,76044700
2414.5,65100800
2415.5,49044800
2416.5,28359100
2417.5,7383140
2418.5,0
2419.5,0
2420.5,0
2421.5,0
2422.5,0
2423.5,0
2424.5,0
2425.5,0
2426.5,0
2427.5,0
2428.5,0
2429.5,0
2430.5,9418230
2431.5,31645700
2432.5,50918400
2433.5,64244700
2434.5,74150900
2435.5,76359400
2436.5,76359400
2437.5,73971000
2438.5,63740000
2439.5,48941200
2440.5,28493900
2441.5,7336150
2442.5,0
2443.5,0
2444.5,0
2445.5,0
2446.5,0
2447.5,0
2448.5,0
2449.5,0
2450.5,0
2451.5,0
2452.5,0
2453.5,0
2454.5,5481690
2455.5,24198700
2456.5,33260900
2457.5,53024400
2458.5,59560900
2459.5,64070500
2460.5,76359400
2461.5,72783900
2462.5,54085300
2463.5,34362800
2464.5,25874700
2465.5,7115130
2466.5,0
2467.5,0
2468.5,0
2469.5,0
2470.5,0
2471.5,0
2472.5,0
2473.5,0
2474.5,0
2475.5,0
2476.5,0
2477.5,0
2478.5,375607
2479.5,5618330
2480.5,8737460
2481.5,15793800
2482.5,19318400
2483.5,43614600
2484.5,23683800
2485.5,30027300
2486.5,25893500
2487.5,7443000
2488.5,9564450
2489.5,3177360
2490.5,0
2491.5,0
2492.5,0
2493.5,0
2494.5,0
2495.5,0
2496.5,0
2497.5,0
2498.5,0
2499.5,0
2500.5,0
2501.5,131524
2502.5,9464400
2503.5,28369900
2504.5,42997900
2505.5,55247300
2506.5,70220600
2507.5,70606000
2508.5,69783100
2509.5,62754600
2510.5,56629400
2511.5,43931300
2512.5,17649500
2513.5,6676780
2514.5,0
2515.5,0
2516.5,0
2517.5,0
2518.5,0
2519.5,0
2520.5,0
2521.5,0
2522.5,0
2523.5,0
2524.5,0
2525.5,443019
2526.5,7036200
2527.5,29715400
2528.5,48407700
2529.5,61194700
2530.5,63918100
2531.5,72146400
2532.5,70373700
2533.5,65630400
2534.5,54206800
2535.5,44766500
2536.5,28502500
2537.5,6562000
2538.5,0
2539.5,0
2540.5,0
2541.5,0
2542.5,0
2543.5,0
2544.5,0
2545.5,0
2546.5,0
2547.5,0
2548.5,0
2549.5,0
2550.5,2281860
2551.5,2781250
2552.5,5100530
2553.5,9210440
2554.5,16799300
2555.5,13794000
2556.5,19928200
2557.5,51335500
2558.5,39928700
2559.5,29842900
2560.5,24751300
2561.5,7392080
2562.5,0
2563.5,0
2564.5,0
2565.5,0
2566.5,0
2567.5,0
2568.5,0
2569.5,0
2570.5,0
2571.5,0
2572.5,0
2573.5,323865
2574.5,10256100
2575.5,30896700
2576.5,49310000
2577.5,63390400
2578.5,65980500
2579.5,63650000
2580.5,65185000
2581.5,62992600
2582.5,50661400
2583.5,38134200
2584.5,27055700
2585.5,6716200
2586.5,0
2587.5,0
2588.5,0
2589.5,0
2590.5,0
2591.5,0
2592.5,0
2593.5,0
2594.5,0
2595.5,0
2596.5,0
2597.5,488868
2598.5,8943340
2599.5,26047600
2600.5,40928000
2601.5,61196600
2602.5,63002200
2603.5,69403200
2604.5,68645100
2605.5,63269800
2606.5,56401300
2607.5,41366900
2608.5,22387400
2609.5,6259880
2610.5,0
2611.5,0
2612.5,0
2613.5,0
2614.5,0
2615.5,0
2616.5,0
2617.5,0
2618.5,0
2619.5,0
2620.5,0
2621.5,0
2622.5,0
2623.5,1933520
2624.5,3253840
2625.5,5009860
2626.5,15727400
2627.5,2886920
2628.5,16877400
2629.5,10273700
2630.5,8254780
2631.5,10641500
2632.5,12621900
2633.5,7659650
2634.5,124443
2635.5,0
2636.5,0
2637.5,0
2638.5,0
2639.5,0
2640.5,0
2641.5,0
2642.5,0
2643.5,0
2644.5,0
2645.5,361666
2646.5,5144240
2647.5,2899210
2648.5,29742900
2649.5,63383400
2650.5,74412100
2651.5,57382200
2652.5,57376100
2653.5,72472300
2654.5,61761800
2655.5,46375700
2656.5,26777900
2657.5,8067440
2658.5,85227.9
2659.5,0
2660.5,0
2661.5,0
2662.5,0
2663.5,0
2664.5,0
2665.5,0
2666.5,0
2667.5,0
2668.5,0
2669.5,589383
2670.5,10923100
2671.5,26738700
2672.5,39745500
2673.5,65244100
2674.5,74995300
2675.5,65006700
2676.5,60204000
2677.5,22388400
2678.5,6197030
2679.5,16570900
2680.5,11605300
2681.5,2268880
2682.5,0
2683.5,0
2684.5,0
2685.5,0
2686.5,0
2687.5,0
2688.5,0
2689.5,0
2690.5,0
2691.5,0
2692.5,0
2693.5,636276
2694.5,11803100
2695.5,28634700
2696.5,45013800
2697.5,62068100
2698.5,53631900
2699.5,38280900
2700.5,45341400
2701.5,48401200
2702.5,48456600
2703.5,8655720
2704.5,3640910
2705.5,6933820
2706.5,308376
2707.5,0
2708.5,0
2709.5,0
2710.5,0
2711.5,0
2712.5,0
2713.5,0
2714.5,0
2715.5,0
2716.5,0
2717.5,0
2718.5,679964
2719.5,35273000
2720.5,32102900
2721.5,14487400
2722.5,54764100
2723.5,51564600
2724.5,51121400
2725.5,61127000
2726.5,57868900
2727.5,51477500
2728.5,30290500
2729.5,8404450
2730.5,400044
2731.5,0
2732.5,0
2733.5,0
2734.5,0
2735.5,0
2736.5,0
2737.5,0
2738.5,0
2739.5,0
2740.5,0
2741.5,903637
2742.5,12269100
2743.5,33706600
2744.5,54558900
2745.5,68710800
2746.5,76359400
2747.5,76359400
2748.5,71690500
2749.5,66530000
2750.5,56637300
2751.5,45803400
2752.5,20472100
2753.5,7623800
2754.5,391817
2755.5,0
2756.5,0
2757.5,0
2758.5,0
2759.5,0
2760.5,0
2761.5,0
2762.5,0
2763.5,0
2764.5,0
2765.5,852395
2766.5,7392130
2767.5,27884600
2768.5,43906900
2769.5,66799600
2770.5,56095000
2771.5,48362000
2772.5,31654400
2773.5,30751800
2774.5,23907900
2775.5,14875600
2776.5,9233610
2777.5,5529610
2778.5,523117
2779.5,0
2780.5,0
2781.5,0
2782.5,0
2783.5,0
2784.5,0
2785.5,0
2786.5,0
2787.5,0
2788.5,0
2789.5,220155
2790.5,4164980
2791.5,9502940
2792.5,42536100
2793.5,66089100
2794.5,16904400
2795.5,48798100
2796.5,22640200
2797.5,28964200
2798.5,46896600
2799.5,21090800
2800.5,20373500
2801.5,7591770
2802.5,518200
2803.5,0
2804.5,0
2805.5,0
2806.5,0
2807.5,0
2808.5,0
2809.5,0
2810.5,0
2811.5,0
2812.5,0
2813.5,1241130
2814.5,12222900
2815.5,34212600
2816.5,42408900
2817.5,66630500
2818.5,29902200
2819.5,29564400
2820.5,58822300
2821.5,54390700
2822.5,44973300
2823.5,30657700
2824.5,8391020
2825.5,3875300
2826.5,391455
2827.5,0
2828.5,0
2829.5,0
2830.5,0
2831.5,0
2832.5,0
2833.5,0
2834.5,0
2835.5,0
2836.5,0
2837.5,1324990
2838.5,12024100
2839.5,33253000
2840.5,51485600
2841.5,64792500
2842.5,52818200
2843.5,55656600
2844.5,75639600
2845.5,70210900
2846.5,60091000
2847.5,45942800
2848.5,27281900
2849.5,8136300
2850.5,421002
2851.5,0
2852.5,0
2853.5,0
2854.5,0
2855.5,0
2856.5,0
2857.5,0
2858.5,0
2859.5,0
2860.5,0
2861.5,1770130
2862.5,12481000
2863.5,19264900
2864.5,33321400
2865.5,43454700
2866.5,46421900
2867.5,62372900
2868.5,62663600
2869.5,62756300
2870.5,53437900
2871.5,42773700
2872.5,27136100
2873.5,7811870
2874.5,509087
2875.5,0
2876.5,0
2877.5,0
2878.5,0
2879.5,0
2880.5,0
2881.5,0
2882.5,0
2883.5,0
2884.5,0
2885.5,1719190
2886.5,13235700
2887.5,35188200
2888.5,54082300
2889.5,67720000
2890.5,76359400
2891.5,76359400
2892.5,76359400
2893.5,73554200
2894.5,63219500
2895.5,48359400
2896.5,28964800
2897.5,8501940
2898.5,501792
2899.5,0
2900.5,0
2901.5,0
2902.5,0
2903.5,0
2904.5,0
2905.5,0
2906.5,0
2907.5,0
2908.5,0
2909.5,1675740
2910.5,9733070
2911.5,21720100
2912.5,42875200
2913.5,54369200
2914.5,58493500
2915.5,55864100
2916.5,62735800
2917.5,62650400
2918.5,53810700
2919.5,29472400
2920.5,17408200
2921.5,7831550
2922.5,577471
2923.5,0
2924.5,0
2925.5,0
2926.5,0
2927.5,0
2928.5,0
2929.5,0
2930.5,0
2931.5,0
2932.5,0
2933.5,1763110
2934.5,12796400
2935.5,22721000
2936.5,36308200
2937.5,56275200
2938.5,48708700
2939.5,58809700
2940.5,65782400
2941.5,57974700
2942.5,40581300
2943.5,17253400
2944.5,20892200
2945.5,5202520
2946.5,232555
2947.5,0
2948.5,0
2949.5,0
2950.5,0
2951.5,0
2952.5,0
2953.5,0
2954.5,0
2955.5,0
2956.5,0
2957.5,1925150
2958.5,12379400
2959.5,32682100
2960.5,49928900
2961.5,62493700
2962.5,71015400
2963.5,74165100
2964.5,72517000
2965.5,66524200
2966.5,51034600
2967.5,39465200
2968.5,26820100
2969.5,8476580
2970.5,592114
2971.5,0
2972.5,0
2973.5,0
2974.5,0
2975.5,0
2976.5,0
2977.5,0
2978.5,0
2979.5,0
2980.5,0
2981.5,1170130
2982.5,9696500
2983.5,19793500
2984.5,38287000
2985.5,54047200
2986.5,56170900
2987.5,63486800
2988.5,65698600
2989.5,62417500
2990.5,49452700
2991.5,35333000
2992.5,24342600
2993.5,8059760
2994.5,727899
2995.5,0
2996.5,0
2997.5,0
2998.5,0
2999.5,0
3000.5,0
3001.5,0
3002.5,0
3003.5,0
3004.5,0
3005.5,2052790
3006.5,12664200
3007.5,26335900
3008.5,41458800
3009.5,52720400
3010.5,32522100
3011.5,63617800
3012.5,63119200
3013.5,66407700
3014.5,55884200
3015.5,6669560
3016.5,13847500
3017.5,9384440
3018.5,911158
3019.5,0
3020.5,0
3021.5,0
3022.5,0
3023.5,0
3024.5,0
3025.5,0
3026.5,0
3027.5,0
3028.5,0
3029.5,2165210
3030.5,13779900
3031.5,35641000
3032.5,54043700
3033.5,67177700
3034.5,75330500
3035.5,68305100
3036.5,75991400
3037.5,71237000
3038.5,61920800
3039.5,47843300
3040.5,23469300
3041.5,8255260
3042.5,956787
3043.5,0
3044.5,0
3045.5,0
3046.5,0
3047.5,0
3048.5,0
3049.5,0
3050.5,0
3051.5,0
3052.5,0
3053.5,2246050
3054.5,9054710
3055.5,20002700
3056.5,34280000
3057.5,44317400
3058.5,52246400
3059.5,52689900
3060.5,49721900
3061.5,44203000
3062.5,38715000
3063.5,17638500
3064.5,7559490
3065.5,6886210
3066.5,831730
3067.5,0
3068.5,0
3069.5,0
3070.5,0
3071.5,0
3072.5,0
3073.5,0
3074.5,0
3075.5,0
3076.5,0
3077.5,1153470
3078.5,9260080
3079.5,17688100
3080.5,24127900
3081.5,31850800
3082.5,19029100
3083.5,24975900
3084.5,47009800
3085.5,32893700
3086.5,28189500
3087.5,17896100
3088.5,9575490
3089.5,6564730
3090.5,813596
3091.5,0
3092.5,0
3093.5,0
3094.5,0
3095.5,0
3096.5,0
3097.5,0
3098.5,0
3099.5,0
3100.5,0
3101.5,1698420
3102.5,1914790
3103.5,4470800
3104.5,9558840
3105.5,13892900
3106.5,46922500
3107.5,65345600
3108.5,11467600
3109.5,16623700
3110.5,57495100
3111.5,18760200
3112.5,10629300
3113.5,7705470
3114.5,1171110
3115.5,0
3116.5,0
3117.5,0
3118.5,0
3119.5,0
3120.5,0
3121.5,0
3122.5,0
3123.5,0
3124.5,0
3125.5,2017370
3126.5,380040
3127.5,2537840
3128.5,10524700
3129.5,18559300
3130.5,15898200
3131.5,17434500
3132.5,22910800
3133.5,26446600
3134.5,12874400
3135.5,9709040
3136.5,7021730
3137.5,8098280
3138.5,1350280
3139.5,0
3140.5,0
3141.5,0
3142.5,0
3143.5,0
3144.5,0
3145.5,0
3146.5,0
3147.5,0
3148.5,0
3149.5,0
3150.5,13087000
3151.5,5296580
3152.5,23327700
3153.5,19979900
3154.5,33614500
3155.5,65067800
3156.5,64745800
3157.5,59865700
3158.5,27646200
3159.5,21550900
3160.5,14194500
3161.5,9204150
3162.5,1509830
3163.5,0
3164.5,0
3165.5,0
3166.5,0
3167.5,0
3168.5,0
3169.5,0
3170.5,0
3171.5,0
3172.5,0
3173.5,1840810
3174.5,3690500
3175.5,8765000
3176.5,17424900
3177.5,25734600
3178.5,35640800
3179.5,73998400
3180.5,73546100
3181.5,68708000
3182.5,59103700
3183.5,45136000
3184.5,20545500
3185.5,8622510
3186.5,1567790
3187.5,0
3188.5,0
3189.5,0
3190.5,0
3191.5,0
3192.5,0
3193.5,0
3194.5,0
3195.5,0
3196.5,0
3197.5,1237640
3198.5,2946040
3199.5,7513020
3200.5,9838820
3201.5,12873900
3202.5,17536400
3203.5,20299400
3204.5,13020800
3205.5,36884700
3206.5,14106600
3207.5,13565800
3208.5,5960720
3209.5,5018580
3210.5,1802520
3211.5,0
3212.5,0
3213.5,0
3214.5,0
3215.5,0
3216.5,0
3217.5,0
3218.5,0
3219.5,0
3220.5,0
3221.5,0
3222.5,5864700
3223.5,3040280
3224.5,3067560
3225.5,13779400
3226.5,16591100
3227.5,9022350
3228.5,10341800
3229.5,11777900
3230.5,10092500
3231.5,25374300
3232.5,27551700
3233.5,9597630
3234.5,1687950
3235.5,0
3236.5,0
3237.5,0
3238.5,0
3239.5,0
3240.5,0
3241.5,0
3242.5,0
3243.5,0
3244.5,0
3245.5,2564520
3246.5,7443450
3247.5,4615820
3248.5,1106370
3249.5,12502100
3250.5,20128600
3251.5,32138700
3252.5,18525500
3253.5,62258400
3254.5,11185800
3255.5,39156600
3256.5,9538090
3257.5,7866810
3258.5,1761940
3259.5,0
3260.5,0
3261.5,0
3262.5,0
3263.5,0
3264.5,0
3265.5,0
3266.5,0
3267.5,0
3268.5,0
3269.5,2869400
3270.5,13873300
3271.5,33022500
3272.5,27520600
3273.5,63051100
3274.5,22741000
3275.5,63183800
3276.5,42239300
3277.5,38039500
3278.5,36716200
3279.5,8350610
3280.5,18603300
3281.5,9860610
3282.5,1895020
3283.5,0
3284.5,0
3285.5,0
3286.5,0
3287.5,0
3288.5,0
3289.5,0
3290.5,0
3291.5,0
3292.5,0
3293.5,2916390
3294.5,13854400
3295.5,32899900
3296.5,49524900
3297.5,62249900
3298.5,62889800
3299.5,75703700
3300.5,75228000
3301.5,69578300
3302.5,51595000
3303.5,17264000
3304.5,299901
3305.5,4650830
3306.5,2017480
3307.5,0
3308.5,0
3309.5,0
3310.5,0
3311.5,0
3312.5,0
3313.5,0
3314.5,0
3315.5,0
3316.5,0
3317.5,2994430
3318.5,10451500
3319.5,5962300
3320.5,14246200
3321.5,4729380
3322.5,20500900
3323.5,65698500
3324.5,17900200
3325.5,6844510
3326.5,17334900
3327.5,23708300
3328.5,27774700
3329.5,8177810
3330.5,1914270
3331.5,0
3332.5,0
3333.5,0
3334.5,0
3335.5,0
3336.5,0
3337.5,0
3338.5,0
3339.5,0
3340.5,0
3341.5,3088270
3342.5,4841030
3343.5,21018600
3344.5,26262500
3345.5,35071400
3346.5,62199300
3347.5,42682400
3348.5,65939000
3349.5,63951800
3350.5,60583500
3351.5,3709780
3352.5,29203500
3353.5,9347420
3354.5,1106320
3355.5,0
3356.5,0
3357.5,0
3358.5,0
3359.5,0
3360.5,0
3361.5,0
3362.5,0
3363.5,0
3364.5,0
3365.5,1606500
3366.5,13855600
3367.5,28887400
3368.5,43238100
3369.5,37215300
3370.5,48780800
3371.5,18109200
3372.5,10599400
3373.5,8492420
3374.5,11648400
3375.5,46510900
3376.5,29262700
3377.5,9340880
3378.5,0
3379.5,0
3380.5,0
3381.5,0
3382.5,0
3383.5,0
3384.5,0
3385.5,0
3386.5,0
3387.5,0
3388.5,0
3389.5,3198710
3390.5,11218000
3391.5,36117800
3392.5,54247200
3393.5,67917900
3394.5,76211600
3395.5,76359400
3396.5,76359400
3397.5,72978500
3398.5,62712900
3399.5,48468500
3400.5,29552600
3401.5,9358930
3402.5,1881110
3403.5,0
3404.5,0
3405.5,0
3406.5,0
3407.5,0
3408.5,0
3409.5,0
3410.5,0
3411.5,0
3412.5,0
3413.5,2411730
3414.5,14547500
3415.5,35972100
3416.5,53675300
3417.5,67084000
3418.5,76292000
3419.5,76359400
3420.5,33594000
3421.5,72706000
3422.5,32265500
3423.5,48199000
3424.5,29763100
3425.5,9654490
3426.5,1685850
3427.5,0
3428.5,0
3429.5,0
3430.5,0
3431.5,0
3432.5,0
3433.5,0
3434.5,0
3435.5,0
3436.5,0
3437.5,2236440
3438.5,14218600
3439.5,35001100
3440.5,51832700
3441.5,64030000
3442.5,72148800
3443.5,75675400
3444.5,74909000
3445.5,69328300
3446.5,59925400
3447.5,46524800
3448.5,28868200
3449.5,9614140
3450.5,1795310
3451.5,0
3452.5,0
3453.5,0
3454.5,0
3455.5,0
3456.5,0
3457.5,0
3458.5,0
3459.5,0
3460.5,0
3461.5,2650820
3462.5,13935300
3463.5,23378900
3464.5,34694100
3465.5,61029300
3466.5,58288600
3467.5,62573700
3468.5,48964600
3469.5,26499100
3470.5,46645600
3471.5,36045700
3472.5,17781200
3473.5,5780230
3474.5,2396400
3475.5,0
3476.5,0
3477.5,0
3478.5,0
3479.5,0
3480.5,0
3481.5,0
3482.5,0
3483.5,0
3484.5,0
3485.5,3283710
3486.5,9040850
3487.5,22209000
3488.5,26959200
3489.5,42143400
3490.5,52449600
3491.5,37591600
3492.5,14656600
3493.5,15758800
3494.5,18377900
3495.5,41146900
3496.5,25457200
3497.5,10898800
3498.5,2385740
3499.5,0
3500.5,0
3501.5,0
3502.5,0
3503.5,0
3504.5,0
3505.5,0
3506.5,0
3507.5,0
3508.5,0
3509.5,3432790
3510.5,12873300
3511.5,30128500
3512.5,25148200
3513.5,57209300
3514.5,27638800
3515.5,44474100
3516.5,55254300
3517.5,37424600
3518.5,55164100
3519.5,42602300
3520.5,26606500
3521.5,9708890
3522.5,2148880
3523.5,0
3524.5,0
3525.5,0
3526.5,0
3527.5,0
3528.5,0
3529.5,0
3530.5,0
3531.5,0
3532.5,0
3533.5,2790140
3534.5,10743200
3535.5,25916100
3536.5,40760200
3537.5,60269900
3538.5,59139900
3539.5,62208000
3540.5,69958100
3541.5,64848500
3542.5,56029800
3543.5,36251000
3544.5,23389700
3545.5,9547080
3546.5,2617620
3547.5,0
3548.5,0
3549.5,0
3550.5,0
3551.5,0
3552.5,0
3553.5,0
3554.5,0
3555.5,0
3556.5,0
3557.5,3169400
3558.5,13661400
3559.5,27262900
3560.5,40809400
3561.5,50941400
3562.5,60061300
3563.5,69172100
3564.5,62380500
3565.5,57009600
3566.5,44591800
3567.5,36237200
3568.5,25195000
3569.5,288804
3570.5,2623040
3571.5,0
3572.5,0
3573.5,0
3574.5,0
3575.5,0
3576.5,0
3577.5,0
3578.5,0
3579.5,0
3580.5,0
3581.5,3145570
3582.5,13643900
3583.5,29719200
3584.5,44526500
3585.5,56303000
3586.5,65279400
3587.5,69243300
3588.5,68691500
3589.5,63849800
3590.5,54967100
3591.5,42387000
3592.5,26530300
3593.5,10514700
3594.5,2619710
3595.5,0
3596.5,0
3597.5,0
3598.5,0
3599.5,0
3600.5,0
3601.5,0
3602.5,0
3603.5,0
3604.5,0
3605.5,3432470
3606.5,11624700
3607.5,25207400
3608.5,36898300
3609.5,49328600
