Hours since 00:00 Jan 1,Lifetime Hourly Data: System power generated (kW)(10000000)
3610.5,58799200
3611.5,62706000
3612.5,62808700
3613.5,58780100
3614.5,51002600
3615.5,32657600
3616.5,26583700
3617.5,9787880
3618.5,2679710
3619.5,0
3620.5,0
3621.5,0
3622.5,0
3623.5,0
3624.5,0
3625.5,0
3626.5,0
3627.5,0
3628.5,0
3629.5,1869740
3630.5,2404780
3631.5,11839800
3632.5,27604600
3633.5,23912400
3634.5,23362600
3635.5,24165700
3636.5,71831300
3637.5,66771800
3638.5,56955800
3639.5,34820000
3640.5,14535300
3641.5,172495
3642.5,2131330
3643.5,0
3644.5,0
3645.5,0
3646.5,0
3647.5,0
3648.5,0
3649.5,0
3650.5,0
3651.5,0
3652.5,0
3653.5,2695440
3654.5,12543900
3655.5,31075300
3656.5,48288200
3657.5,60517900
3658.5,68679700
3659.5,52268600
3660.5,52048400
3661.5,57842800
3662.5,57781900
3663.5,36793200
3664.5,17232200
3665.5,10012000
3666.5,2653000
3667.5,0
3668.5,0
3669.5,0
3670.5,0
3671.5,0
3672.5,0
3673.5,0
3674.5,0
3675.5,0
3676.5,0
3677.5,492720
3678.5,6064530
3679.5,15219900
3680.5,48061600
3681.5,60367100
3682.5,68463500
3683.5,71859700
3684.5,58433400
3685.5,27232000
3686.5,57620600
3687.5,45019000
3688.5,28582000
3689.5,10535800
3690.5,2661490
3691.5,0
3692.5,0
3693.5,0
3694.5,0
3695.5,0
3696.5,0
3697.5,0
3698.5,0
3699.5,0
3700.5,0
3701.5,2927920
3702.5,14225700
3703.5,34283500
3704.5,51219200
3705.5,59976400
3706.5,67146800
3707.5,66112800
3708.5,65165300
3709.5,60667300
3710.5,47611600
3711.5,34435600
3712.5,20872800
3713.5,9879040
3714.5,2865190
3715.5,0
3716.5,0
3717.5,0
3718.5,0
3719.5,0
3720.5,0
3721.5,0
3722.5,0
3723.5,0
3724.5,0
3725.5,1802220
3726.5,2969510
3727.5,700070
3728.5,16004100
3729.5,26210900
3730.5,17620200
3731.5,9884190
3732.5,10948700
3733.5,4256910
3734.5,5619300
3735.5,10211700
3736.5,3504250
3737.5,3756180
3738.5,1018470
3739.5,0
3740.5,0
3741.5,0
3742.5,0
3743.5,0
3744.5,0
3745.5,0
3746.5,0
3747.5,0
3748.5,0
3749.5,367739
3750.5,2057240
3751.5,1605020
3752.5,15530400
3753.5,7648400
3754.5,7701510
3755.5,7238460
3756.5,8641750
3757.5,7637140
3758.5,6795350
3759.5,16942900
3760.5,3892890
3761.5,3156030
3762.5,0
3763.5,0
3764.5,0
3765.5,0
3766.5,0
3767.5,0
3768.5,0
3769.5,0
3770.5,0
3771.5,0
3772.5,0
3773.5,3614950
3774.5,11000200
3775.5,30462300
3776.5,44654400
3777.5,55585100
3778.5,64947900
3779.5,65041300
3780.5,63480700
3781.5,64287700
3782.5,55594100
3783.5,42779700
3784.5,27386200
3785.5,11643600
3786.5,3145700
3787.5,0
3788.5,0
3789.5,0
3790.5,0
3791.5,0
3792.5,0
3793.5,0
3794.5,0
3795.5,0
3796.5,0
3797.5,2993120
3798.5,12350600
3799.5,25830900
3800.5,39675700
3801.5,56633500
3802.5,65991500
3803.5,70393500
3804.5,70340000
3805.5,65857700
3806.5,56905100
3807.5,44279900
3808.5,27862800
3809.5,11430500
3810.5,3073180
3811.5,0
3812.5,0
3813.5,0
3814.5,0
3815.5,0
3816.5,0
3817.5,0
3818.5,0
3819.5,0
3820.5,0
3821.5,3822730
3822.5,13801100
3823.5,30037400
3824.5,44764300
3825.5,56598500
3826.5,64825400
3827.5,69026500
3828.5,68843300
3829.5,64428700
3830.5,37307400
3831.5,43043300
3832.5,27068800
3833.5,11319200
3834.5,2996440
3835.5,0
3836.5,0
3837.5,0
3838.5,0
3839.5,0
3840.5,0
3841.5,0
3842.5,0
3843.5,0
3844.5,0
3845.5,3281290
3846.5,12242900
3847.5,14562800
3848.5,29554800
3849.5,9013180
3850.5,23301600
3851.5,17170100
3852.5,22026400
3853.5,20200100
3854.5,18393500
3855.5,25298100
3856.5,14284600
3857.5,362223
3858.5,0
3859.5,0
3860.5,0
3861.5,0
3862.5,0
3863.5,0
3864.5,0
3865.5,0
3866.5,0
3867.5,0
3868.5,0
3869.5,2932580
3870.5,12664100
3871.5,26229600
3872.5,35801900
3873.5,40193000
3874.5,46911900
3875.5,46918100
3876.5,45555900
3877.5,41429400
3878.5,31328600
3879.5,34798600
3880.5,25278100
3881.5,10636100
3882.5,2992150
3883.5,0
3884.5,0
3885.5,0
3886.5,0
3887.5,0
3888.5,0
3889.5,0
3890.5,0
3891.5,0
3892.5,0
3893.5,2293010
3894.5,14043900
3895.5,34595800
3896.5,51566900
3897.5,63516700
3898.5,71000100
3899.5,73762100
3900.5,72330800
3901.5,67122100
3902.5,58676400
3903.5,46633800
3904.5,30358300
3905.5,10926900
3906.5,2040630
3907.5,0
3908.5,0
3909.5,0
3910.5,0
3911.5,0
3912.5,0
3913.5,0
3914.5,0
3915.5,0
3916.5,0
3917.5,3599490
3918.5,12434600
3919.5,30249000
3920.5,50099900
3921.5,53824600
3922.5,60882600
3923.5,74588900
3924.5,60206500
3925.5,54789700
3926.5,32046400
3927.5,15205100
3928.5,18902000
3929.5,8970000
3930.5,2437170
3931.5,0
3932.5,0
3933.5,0
3934.5,0
3935.5,0
3936.5,0
3937.5,0
3938.5,0
3939.5,0
3940.5,0
3941.5,3628100
3942.5,3619350
3943.5,5048730
3944.5,18703500
3945.5,18599300
3946.5,20363000
3947.5,14396700
3948.5,21061500
3949.5,36136900
3950.5,24879100
3951.5,17472400
3952.5,24936800
3953.5,10735800
3954.5,1863240
3955.5,0
3956.5,0
3957.5,0
3958.5,0
3959.5,0
3960.5,0
3961.5,0
3962.5,0
3963.5,0
3964.5,0
3965.5,3315270
3966.5,11586100
3967.5,13577900
3968.5,22896200
3969.5,58720500
3970.5,65869200
3971.5,59962100
3972.5,59578000
3973.5,52087400
3974.5,43288300
3975.5,36442800
3976.5,26849800
3977.5,10665900
3978.5,3460390
3979.5,0
3980.5,0
3981.5,0
3982.5,0
3983.5,0
3984.5,0
3985.5,0
3986.5,0
3987.5,0
3988.5,0
3989.5,3186200
3990.5,13110000
3991.5,26064700
3992.5,44560000
3993.5,49244800
3994.5,56289500
3995.5,59836700
3996.5,58359000
3997.5,43369400
3998.5,40294300
3999.5,35365900
4000.5,14889500
4001.5,1605220
4002.5,1115550
4003.5,0
4004.5,0
4005.5,0
4006.5,0
4007.5,0
4008.5,0
4009.5,0
4010.5,0
4011.5,0
4012.5,0
4013.5,3503480
4014.5,11838200
4015.5,19139600
4016.5,32775500
4017.5,13018000
4018.5,12735200
4019.5,53271400
4020.5,51711800
4021.5,46696800
4022.5,9246070
4023.5,19626100
4024.5,736103
4025.5,7357550
4026.5,1122190
4027.5,0
4028.5,0
4029.5,0
4030.5,0
4031.5,0
4032.5,0
4033.5,0
4034.5,0
4035.5,0
4036.5,0
4037.5,3184790
4038.5,12709000
4039.5,28225400
4040.5,23031400
4041.5,25104800
4042.5,36725000
4043.5,32948600
4044.5,17498000
4045.5,16333300
4046.5,37124700
4047.5,41992600
4048.5,22869200
4049.5,10733100
4050.5,3243470
4051.5,0
4052.5,0
4053.5,0
4054.5,0
4055.5,0
4056.5,0
4057.5,0
4058.5,0
4059.5,0
4060.5,0
4061.5,3453080
4062.5,12754700
4063.5,28437300
4064.5,31971400
4065.5,43082900
4066.5,66366200
4067.5,70849700
4068.5,70686400
4069.5,65991500
4070.5,57731000
4071.5,45538200
4072.5,30083400
4073.5,11346600
4074.5,2068530
4075.5,0
4076.5,0
4077.5,0
4078.5,0
4079.5,0
4080.5,0
4081.5,0
4082.5,0
4083.5,0
4084.5,0
4085.5,2373310
4086.5,13592200
4087.5,34021300
4088.5,51371000
4089.5,63915500
4090.5,71984100
4091.5,75605300
4092.5,74818400
4093.5,70087900
4094.5,60943300
4095.5,48093900
4096.5,31061900
4097.5,11522400
4098.5,2090470
4099.5,0
4100.5,0
4101.5,0
4102.5,0
4103.5,0
4104.5,0
4105.5,0
4106.5,0
4107.5,0
4108.5,0
4109.5,2218620
4110.5,12975600
4111.5,32795100
4112.5,49643300
4113.5,62071000
4114.5,70549900
4115.5,74807200
4116.5,74019800
4117.5,69008400
4118.5,59854500
4119.5,46585600
4120.5,29908500
4121.5,10681000
4122.5,2758100
4123.5,0
4124.5,0
4125.5,0
4126.5,0
4127.5,0
4128.5,0
4129.5,0
4130.5,0
4131.5,0
4132.5,0
4133.5,3425430
4134.5,8303700
4135.5,10680400
4136.5,14143700
4137.5,8715630
4138.5,18436700
4139.5,12120800
4140.5,5147100
4141.5,11404400
4142.5,10487400
4143.5,11129600
4144.5,18742100
4145.5,682061
4146.5,1792910
4147.5,0
4148.5,0
4149.5,0
4150.5,0
4151.5,0
4152.5,0
4153.5,0
4154.5,0
4155.5,0
4156.5,0
4157.5,3170870
4158.5,8983900
4159.5,17586900
4160.5,21795100
4161.5,47980400
4162.5,62227500
4163.5,63796400
4164.5,71072000
4165.5,66702300
4166.5,54092000
4167.5,42127400
4168.5,22321600
4169.5,8461040
4170.5,2673550
4171.5,0
4172.5,0
4173.5,0
4174.5,0
4175.5,0
4176.5,0
4177.5,0
4178.5,0
4179.5,0
4180.5,0
4181.5,3368390
4182.5,11763000
4183.5,29913500
4184.5,45223200
4185.5,57296400
4186.5,65653500
4187.5,70128900
4188.5,70036100
4189.5,65652600
4190.5,56612400
4191.5,44196800
4192.5,28469300
4193.5,12584800
4194.5,3498240
4195.5,0
4196.5,0
4197.5,0
4198.5,0
4199.5,0
4200.5,0
4201.5,0
4202.5,0
4203.5,0
4204.5,0
4205.5,3108710
4206.5,9032770
4207.5,20447300
4208.5,35578600
4209.5,40722700
4210.5,52321800
4211.5,61606900
4212.5,57724600
4213.5,46448800
4214.5,37455100
4215.5,29633200
4216.5,7188450
4217.5,1362310
4218.5,604671
4219.5,0
4220.5,0
4221.5,0
4222.5,0
4223.5,0
4224.5,0
4225.5,0
4226.5,0
4227.5,0
4228.5,0
4229.5,3190270
4230.5,10773300
4231.5,15170900
4232.5,20273000
4233.5,21047800
4234.5,56472100
4235.5,54580700
4236.5,49077200
4237.5,54250800
4238.5,47562500
4239.5,45645800
4240.5,30303700
4241.5,12121200
4242.5,2540110
4243.5,0
4244.5,0
4245.5,0
4246.5,0
4247.5,0
4248.5,0
4249.5,0
4250.5,0
4251.5,0
4252.5,0
4253.5,2300620
4254.5,12583500
4255.5,32273300
4256.5,49018600
4257.5,61408600
4258.5,69991300
4259.5,73966600
4260.5,73340800
4261.5,69242100
4262.5,59425300
4263.5,46229100
4264.5,30219200
4265.5,12302500
4266.5,2859960
4267.5,0
4268.5,0
4269.5,0
4270.5,0
4271.5,0
4272.5,0
4273.5,0
4274.5,0
4275.5,0
4276.5,0
4277.5,2725080
4278.5,12388700
4279.5,30136900
4280.5,45382500
4281.5,35063800
4282.5,46019200
4283.5,40624600
4284.5,50103900
4285.5,31521700
4286.5,28864400
4287.5,25227900
4288.5,28448100
4289.5,9640300
4290.5,3479190
4291.5,0
4292.5,0
4293.5,0
4294.5,0
4295.5,0
4296.5,0
4297.5,0
4298.5,0
4299.5,0
4300.5,0
4301.5,2979680
4302.5,12738200
4303.5,31495500
4304.5,48620500
4305.5,61109800
4306.5,68429800
4307.5,71872500
4308.5,70839400
4309.5,65609000
4310.5,56785100
4311.5,44398300
4312.5,29649300
4313.5,12315200
4314.5,3104770
4315.5,0
4316.5,0
4317.5,0
4318.5,0
4319.5,0
4320.5,0
4321.5,0
4322.5,0
4323.5,0
4324.5,0
4325.5,3435910
4326.5,12671800
4327.5,28915700
4328.5,44085600
4329.5,55938500
4330.5,64287900
4331.5,39336200
4332.5,69042400
4333.5,63256000
4334.5,54469100
4335.5,42128700
4336.5,27538900
4337.5,12827700
4338.5,3352010
4339.5,0
4340.5,0
4341.5,0
4342.5,0
4343.5,0
4344.5,0
4345.5,0
4346.5,0
4347.5,0
4348.5,0
4349.5,3002660
4350.5,10246600
4351.5,19944500
4352.5,26490400
4353.5,51266200
4354.5,64290600
4355.5,70095700
4356.5,45951600
4357.5,64310100
4358.5,51071900
4359.5,39392700
4360.5,19196800
4361.5,10984500
4362.5,3269600
4363.5,0
4364.5,0
4365.5,0
4366.5,0
4367.5,0
4368.5,0
4369.5,0
4370.5,0
4371.5,0
4372.5,0
4373.5,2701620
4374.5,11128500
4375.5,12764200
4376.5,40236600
4377.5,41400700
4378.5,40422200
4379.5,52530200
4380.5,54217000
4381.5,15228800
4382.5,32534400
4383.5,34905200
4384.5,21868300
4385.5,9957210
4386.5,2699870
4387.5,0
4388.5,0
4389.5,0
4390.5,0
4391.5,0
4392.5,0
4393.5,0
4394.5,0
4395.5,0
4396.5,0
4397.5,2559600
4398.5,12136200
4399.5,31052800
4400.5,47983600
4401.5,59928300
4402.5,67346300
4403.5,70282500
4404.5,65647100
4405.5,60791600
4406.5,52658100
4407.5,34414700
4408.5,26604400
4409.5,11637900
4410.5,3418070
4411.5,0
4412.5,0
4413.5,0
4414.5,0
4415.5,0
4416.5,0
4417.5,0
4418.5,0
4419.5,0
4420.5,0
4421.5,2292230
4422.5,9785800
4423.5,15137300
4424.5,10810400
4425.5,7834910
4426.5,16750900
4427.5,10716600
4428.5,31066100
4429.5,31204400
4430.5,51411000
4431.5,37355900
4432.5,21872400
4433.5,11545200
4434.5,3167140
4435.5,0
4436.5,0
4437.5,0
4438.5,0
4439.5,0
4440.5,0
4441.5,0
4442.5,0
4443.5,0
4444.5,0
4445.5,2872020
4446.5,11328600
4447.5,26134100
4448.5,37023700
4449.5,55786000
4450.5,59552200
4451.5,59612900
4452.5,63039400
4453.5,61801600
4454.5,53646800
4455.5,36541900
4456.5,24457500
4457.5,10879800
4458.5,3228520
4459.5,0
4460.5,0
4461.5,0
4462.5,0
4463.5,0
4464.5,0
4465.5,0
4466.5,0
4467.5,0
4468.5,0
4469.5,3034050
4470.5,10973100
4471.5,24691200
4472.5,34000500
4473.5,43503400
4474.5,52408200
4475.5,54009900
4476.5,60160100
4477.5,51772900
4478.5,28948900
4479.5,18591700
4480.5,19205500
4481.5,11296800
4482.5,2908980
4483.5,0
4484.5,0
4485.5,0
4486.5,0
4487.5,0
4488.5,0
4489.5,0
4490.5,0
4491.5,0
4492.5,0
4493.5,2833390
4494.5,10107900
4495.5,28459700
4496.5,13588200
4497.5,56438100
4498.5,64097300
4499.5,53992800
4500.5,54507500
4501.5,30637100
4502.5,55539200
4503.5,37059900
4504.5,10834400
4505.5,11421900
4506.5,3226640
4507.5,0
4508.5,0
4509.5,0
4510.5,0
4511.5,0
4512.5,0
4513.5,0
4514.5,0
4515.5,0
4516.5,0
4517.5,1645680
4518.5,9911900
4519.5,11581900
4520.5,26449300
4521.5,25883800
4522.5,44903900
4523.5,52383300
4524.5,51924700
4525.5,56136900
4526.5,3139140
4527.5,653410
4528.5,7629890
4529.5,7834870
4530.5,1508960
4531.5,0
4532.5,0
4533.5,0
4534.5,0
4535.5,0
4536.5,0
4537.5,0
4538.5,0
4539.5,0
4540.5,0
4541.5,997225
4542.5,4108910
4543.5,5675410
4544.5,9284430
4545.5,5090970
4546.5,30224600
4547.5,32102400
4548.5,39598600
4549.5,46435200
4550.5,45210100
4551.5,43575400
4552.5,27008300
4553.5,11426300
4554.5,3225780
4555.5,0
4556.5,0
4557.5,0
4558.5,0
4559.5,0
4560.5,0
4561.5,0
4562.5,0
4563.5,0
4564.5,0
4565.5,1936780
4566.5,10475200
4567.5,24009200
4568.5,46830800
4569.5,59758700
4570.5,68266900
4571.5,71867800
4572.5,70878200
4573.5,65964100
4574.5,57650300
4575.5,45204800
4576.5,29458400
4577.5,8461300
4578.5,2480380
4579.5,0
4580.5,0
4581.5,0
4582.5,0
4583.5,0
4584.5,0
4585.5,0
4586.5,0
4587.5,0
4588.5,0
4589.5,2077850
4590.5,10890400
4591.5,27731600
4592.5,43057600
4593.5,57529400
4594.5,57854000
4595.5,61022800
4596.5,67347100
4597.5,63939800
4598.5,56938200
4599.5,45286700
4600.5,29602500
4601.5,11907700
4602.5,2416330
4603.5,0
4604.5,0
4605.5,0
4606.5,0
4607.5,0
4608.5,0
4609.5,0
4610.5,0
4611.5,0
4612.5,0
4613.5,2290690
4614.5,11057400
4615.5,27810800
4616.5,39631400
4617.5,48208500
4618.5,57394400
4619.5,59488700
4620.5,54067300
4621.5,50463900
4622.5,42372400
4623.5,25831800
4624.5,14103600
4625.5,11356100
4626.5,3191130
4627.5,0
4628.5,0
4629.5,0
4630.5,0
4631.5,0
4632.5,0
4633.5,0
4634.5,0
4635.5,0
4636.5,0
4637.5,2868960
4638.5,11056100
4639.5,24321100
4640.5,38745900
4641.5,40020600
4642.5,57025000
4643.5,51191300
4644.5,53899800
4645.5,50909900
4646.5,44276100
4647.5,44889200
4648.5,29425800
4649.5,12100900
4650.5,2665950
4651.5,0
4652.5,0
4653.5,0
4654.5,0
4655.5,0
4656.5,0
4657.5,0
4658.5,0
4659.5,0
4660.5,0
4661.5,2519550
4662.5,10613000
4663.5,16207100
4664.5,13428900
4665.5,29615400
4666.5,35080200
4667.5,10360500
4668.5,25707900
4669.5,35833800
4670.5,32644300
4671.5,24054000
4672.5,17159400
4673.5,8863430
4674.5,1643540
4675.5,0
4676.5,0
4677.5,0
4678.5,0
4679.5,0
4680.5,0
4681.5,0
4682.5,0
4683.5,0
4684.5,0
4685.5,2153930
4686.5,4929810
4687.5,4892980
4688.5,7236020
4689.5,12147900
4690.5,20099800
4691.5,15692000
4692.5,5014250
4693.5,12175800
4694.5,25893200
4695.5,29542400
4696.5,19619800
4697.5,2720700
4698.5,2989390
4699.5,0
4700.5,0
4701.5,0
4702.5,0
4703.5,0
4704.5,0
4705.5,0
4706.5,0
4707.5,0
4708.5,0
4709.5,1896880
4710.5,11007200
4711.5,30957400
4712.5,48634700
4713.5,61826100
4714.5,70124100
4715.5,73931000
4716.5,64895200
4717.5,60137500
4718.5,59208500
4719.5,47137800
4720.5,30812200
4721.5,11990200
4722.5,2148540
4723.5,0
4724.5,0
4725.5,0
4726.5,0
4727.5,0
4728.5,0
4729.5,0
4730.5,0
4731.5,0
4732.5,0
4733.5,2080750
4734.5,10919000
4735.5,24252400
4736.5,45758800
4737.5,58466900
4738.5,66999800
4739.5,71898000
4740.5,72051700
4741.5,67702200
4742.5,59130400
4743.5,46445000
4744.5,20442200
4745.5,9503980
4746.5,0
4747.5,0
4748.5,0
4749.5,0
4750.5,0
4751.5,0
4752.5,0
4753.5,0
4754.5,0
4755.5,0
4756.5,0
4757.5,277445
4758.5,6450790
4759.5,1879190
4760.5,14674900
4761.5,39168900
4762.5,41678900
4763.5,30558700
4764.5,57867800
4765.5,57770100
4766.5,50574300
4767.5,44034800
4768.5,28416900
4769.5,11015700
4770.5,2822870
4771.5,0
4772.5,0
4773.5,0
4774.5,0
4775.5,0
4776.5,0
4777.5,0
4778.5,0
4779.5,0
4780.5,0
4781.5,2462110
4782.5,10099100
4783.5,26082100
4784.5,42673800
4785.5,54414000
4786.5,63127400
4787.5,67914400
4788.5,68463800
4789.5,64846300
4790.5,56366900
4791.5,31552300
4792.5,28410800
4793.5,10562100
4794.5,2508820
4795.5,0
4796.5,0
4797.5,0
4798.5,0
4799.5,0
4800.5,0
4801.5,0
4802.5,0
4803.5,0
4804.5,0
4805.5,2024250
4806.5,10123400
4807.5,27414800
4808.5,42977000
4809.5,54800300
4810.5,63149700
4811.5,67764900
4812.5,45364100
4813.5,40705000
4814.5,10245300
4815.5,42838200
4816.5,22700600
4817.5,344642
4818.5,0
4819.5,0
4820.5,0
4821.5,0
4822.5,0
4823.5,0
4824.5,0
4825.5,0
4826.5,0
4827.5,0
4828.5,0
4829.5,2302430
4830.5,4213750
4831.5,16901300
4832.5,24290500
4833.5,31279000
4834.5,29884200
4835.5,5526870
4836.5,10246900
4837.5,32789900
4838.5,17021800
4839.5,38407500
4840.5,19446600
4841.5,10071400
4842.5,2742330
4843.5,0
4844.5,0
4845.5,0
4846.5,0
4847.5,0
4848.5,0
4849.5,0
4850.5,0
4851.5,0
4852.5,0
4853.5,1632470
4854.5,10388600
4855.5,30238400
4856.5,47841500
4857.5,61171000
4858.5,70026900
4859.5,74525800
4860.5,58901600
4861.5,59726200
4862.5,51952500
4863.5,47397800
4864.5,30598600
4865.5,10885900
4866.5,2320320
4867.5,0
4868.5,0
4869.5,0
4870.5,0
4871.5,0
4872.5,0
4873.5,0
4874.5,0
4875.5,0
4876.5,0
4877.5,1833660
4878.5,10376400
4879.5,29480300
4880.5,46720900
4881.5,59544500
4882.5,68781400
4883.5,73285500
4884.5,73475400
4885.5,68787300
4886.5,60011100
4887.5,47571800
4888.5,30785800
4889.5,11599900
4890.5,1839990
4891.5,0
4892.5,0
4893.5,0
4894.5,0
4895.5,0
4896.5,0
4897.5,0
4898.5,0
4899.5,0
4900.5,0
4901.5,1889890
4902.5,10424800
4903.5,28894200
4904.5,45678400
4905.5,57787200
4906.5,64950900
4907.5,68545500
4908.5,24697600
4909.5,61870500
4910.5,57882300
4911.5,45873900
4912.5,22056200
4913.5,10790000
4914.5,2255160
4915.5,0
4916.5,0
4917.5,0
4918.5,0
4919.5,0
4920.5,0
4921.5,0
4922.5,0
4923.5,0
4924.5,0
4925.5,1639650
4926.5,10141600
4927.5,29141900
4928.5,45639100
4929.5,57569200
4930.5,66051100
4931.5,70482400
4932.5,70867900
4933.5,57957800
4934.5,50415600
4935.5,45599600
4936.5,29287500
4937.5,11546900
4938.5,2140010
4939.5,0
4940.5,0
4941.5,0
4942.5,0
4943.5,0
4944.5,0
4945.5,0
4946.5,0
4947.5,0
4948.5,0
4949.5,1720690
4950.5,9114930
4951.5,26935300
4952.5,35214500
4953.5,55805300
4954.5,51329200
4955.5,55500900
4956.5,25314200
4957.5,42194600
4958.5,11665700
4959.5,34639600
4960.5,22132800
4961.5,5163830
4962.5,1220370
4963.5,0
4964.5,0
4965.5,0
4966.5,0
4967.5,0
4968.5,0
4969.5,0
4970.5,0
4971.5,0
4972.5,0
4973.5,1983810
4974.5,2387030
4975.5,17516900
4976.5,17501000
4977.5,38783000
4978.5,45057100
4979.5,48706000
4980.5,57814900
4981.5,57101500
4982.5,49342500
4983.5,43407600
4984.5,27674100
4985.5,11629200
4986.5,2513790
4987.5,0
4988.5,0
4989.5,0
4990.5,0
4991.5,0
4992.5,0
4993.5,0
4994.5,0
4995.5,0
4996.5,0
4997.5,1857540
4998.5,10089100
4999.5,23753600
5000.5,42648400
5001.5,54119700
5002.5,47154400
5003.5,55283200
5004.5,68285000
5005.5,49430900
5006.5,25531900
5007.5,44165700
5008.5,28341200
5009.5,11109400
5010.5,2101110
5011.5,0
5012.5,0
5013.5,0
5014.5,0
5015.5,0
5016.5,0
5017.5,0
5018.5,0
5019.5,0
5020.5,0
5021.5,1605370
5022.5,9846750
5023.5,23590200
5024.5,34229900
5025.5,49369100
5026.5,54142200
5027.5,60977200
5028.5,54357900
5029.5,59513900
5030.5,47454200
5031.5,36147000
5032.5,27311100
5033.5,11132900
5034.5,2100960
5035.5,0
5036.5,0
5037.5,0
5038.5,0
5039.5,0
5040.5,0
5041.5,0
5042.5,0
5043.5,0
5044.5,0
5045.5,1775380
5046.5,10208000
5047.5,6208300
5048.5,15144400
5049.5,28658600
5050.5,39014300
5051.5,10104300
5052.5,18662100
5053.5,42925700
5054.5,9322880
5055.5,2900210
5056.5,18815700
5057.5,5117560
5058.5,1073350
5059.5,0
5060.5,0
5061.5,0
5062.5,0
5063.5,0
5064.5,0
5065.5,0
5066.5,0
5067.5,0
5068.5,0
5069.5,1506490
5070.5,9962570
5071.5,28972000
5072.5,46035100
5073.5,58430300
5074.5,67065500
5075.5,71489700
5076.5,71901700
5077.5,67442100
5078.5,58847700
5079.5,46339100
5080.5,29777000
5081.5,10922900
5082.5,1655990
5083.5,0
5084.5,0
5085.5,0
5086.5,0
5087.5,0
5088.5,0
5089.5,0
5090.5,0
5091.5,0
5092.5,0
5093.5,1732070
5094.5,9955900
5095.5,25204200
5096.5,40287000
5097.5,52338800
5098.5,61919800
5099.5,66625600
5100.5,67415500
5101.5,63353500
5102.5,54990100
5103.5,42930800
5104.5,25941900
5105.5,4484140
5106.5,2053880
5107.5,0
5108.5,0
5109.5,0
5110.5,0
5111.5,0
5112.5,0
5113.5,0
5114.5,0
5115.5,0
5116.5,0
5117.5,1625120
5118.5,9504720
5119.5,26462600
5120.5,42412800
5121.5,54757900
5122.5,62488600
5123.5,66906300
5124.5,67312700
5125.5,62418100
5126.5,54083500
5127.5,22021500
5128.5,26749900
5129.5,10801400
5130.5,1980220
5131.5,0
5132.5,0
5133.5,0
5134.5,0
5135.5,0
5136.5,0
5137.5,0
5138.5,0
5139.5,0
5140.5,0
5141.5,1433360
5142.5,9520680
5143.5,27161100
5144.5,43831200
5145.5,56335600
5146.5,64749300
5147.5,69163800
5148.5,68867500
5149.5,63822200
5150.5,55265600
5151.5,34695400
5152.5,8985070
5153.5,8673170
5154.5,1334120
5155.5,0
5156.5,0
5157.5,0
5158.5,0
5159.5,0
5160.5,0
5161.5,0
5162.5,0
5163.5,0
5164.5,0
5165.5,808041
5166.5,7623900
5167.5,21749600
5168.5,31136700
5169.5,49652100
5170.5,12392700
5171.5,34362900
5172.5,42104700
5173.5,47644000
5174.5,41237600
5175.5,35064200
5176.5,26536200
5177.5,9898640
5178.5,1574460
5179.5,0
5180.5,0
5181.5,0
5182.5,0
5183.5,0
5184.5,0
5185.5,0
5186.5,0
5187.5,0
5188.5,0
5189.5,1211330
5190.5,9620780
5191.5,28553700
5192.5,45603600
5193.5,57504500
5194.5,65558000
5195.5,69140400
5196.5,68476100
5197.5,64103100
5198.5,56090400
5199.5,44273400
5200.5,28439500
5201.5,9702500
5202.5,1398390
5203.5,0
5204.5,0
5205.5,0
5206.5,0
5207.5,0
5208.5,0
5209.5,0
5210.5,0
5211.5,0
5212.5,0
5213.5,1136750
5214.5,9203320
5215.5,22168100
5216.5,36577300
5217.5,57892900
5218.5,58951300
5219.5,63405400
5220.5,70937400
5221.5,65714500
5222.5,56539400
5223.5,44065600
5224.5,27245700
5225.5,10568100
5226.5,1688610
5227.5,0
5228.5,0
5229.5,0
5230.5,0
5231.5,0
5232.5,0
5233.5,0
5234.5,0
5235.5,0
5236.5,0
5237.5,213903
5238.5,1687400
5239.5,4166860
5240.5,20624400
5241.5,54139500
5242.5,61334500
5243.5,66540900
5244.5,67046300
5245.5,8758940
5246.5,25395900
5247.5,19618900
5248.5,19302000
5249.5,10236200
5250.5,1316410
5251.5,0
5252.5,0
5253.5,0
5254.5,0
5255.5,0
5256.5,0
5257.5,0
5258.5,0
5259.5,0
5260.5,0
5261.5,1070880
5262.5,9545380
5263.5,29189800
5264.5,47333400
5265.5,60612800
5266.5,69129100
5267.5,60901000
5268.5,72266000
5269.5,67012500
5270.5,58470400
5271.5,45792900
5272.5,28997700
5273.5,10122000
5274.5,1186760
5275.5,0
5276.5,0
5277.5,0
5278.5,0
5279.5,0
5280.5,0
5281.5,0
5282.5,0
5283.5,0
5284.5,0
5285.5,880281
5286.5,9491940
5287.5,29511400
5288.5,46937100
5289.5,59430800
5290.5,66887900
5291.5,70779500
5292.5,71631700
5293.5,59692100
5294.5,56244200
5295.5,43915600
5296.5,29109500
5297.5,10311600
5298.5,1174530
5299.5,0
5300.5,0
5301.5,0
5302.5,0
5303.5,0
5304.5,0
5305.5,0
5306.5,0
5307.5,0
5308.5,0
5309.5,897801
5310.5,9478950
5311.5,25702800
5312.5,44000800
5313.5,57209600
5314.5,65542400
5315.5,56746400
5316.5,16575500
5317.5,4662860
5318.5,19969600
5319.5,37066700
5320.5,24843800
